agg308,wd81,agg2503,utlmag04,duemag01,aepmag01,bi21s,lmd34s,ri27s,rle904,tel32s,tranbal09,at104s,sa21s,at103s,tel03s,at34af,g051s,agg9316,wd03,credits_subcategory,appusers_gender_male,1_cluster_mas_cercano,2_cluster_mas_cercano,3_cluster_mas_cercano,1_cluster_mas_lejano,2_cluster_mas_lejano,3_cluster_mas_lejano,target,set,fecha_desembolso,credito_id_anon
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_20,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-08-14,2269ada8c33a
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_21,0.0,6,30,11,5,0,2,1.0,train,2023-08-14,4b64c8b6dfa9
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_21,0.0,6,30,11,5,0,2,1.0,train,2023-08-14,4b64c8b6dfa9
12529.0,7.67,-1.0,328.0,428.0,-2.0,-1.0,-1.0,1.0,-1.0,45.0,-1.0,44.0,34.0,83.0,1.0,89.0,67.0,9629.0,7.51,SUB_21,0.0,21,4,32,5,31,49,1.0,train,2023-08-14,ea5ab862f2a2
12529.0,7.67,-1.0,328.0,428.0,-2.0,-1.0,-1.0,1.0,-1.0,45.0,-1.0,44.0,34.0,83.0,1.0,89.0,67.0,9629.0,7.51,SUB_21,0.0,21,4,32,5,31,49,1.0,train,2023-08-14,ea5ab862f2a2
75.0,0.0,-1.0,298.0,303.0,301.0,-1.0,-1.0,0.0,-1.0,166.0,-1.0,0.0,9.0,33.0,1.0,56.0,5.0,75.0,2.52,SUB_19,0.0,12,68,8,5,49,10,1.0,train,2023-08-14,6fec7ec8a734
75.0,0.0,-1.0,298.0,303.0,301.0,-1.0,-1.0,0.0,-1.0,166.0,-1.0,0.0,9.0,33.0,1.0,56.0,5.0,75.0,2.52,SUB_19,0.0,12,68,8,5,49,10,1.0,train,2023-08-14,6fec7ec8a734
0.0,0.0,-1.0,277.0,343.0,-2.0,3.0,-1.0,-6.0,-1.0,0.0,-1.0,78.0,3.0,100.0,1.0,80.0,0.0,0.0,0.0,SUB_03,1.0,17,0,2,5,11,3,1.0,train,2023-08-15,87815438d051
0.0,0.0,-1.0,277.0,343.0,-2.0,3.0,-1.0,-6.0,-1.0,0.0,-1.0,78.0,3.0,100.0,1.0,80.0,0.0,0.0,0.0,SUB_03,1.0,17,0,2,5,11,3,1.0,train,2023-08-15,87815438d051
235.0,0.0,14.0,257.0,354.0,283.0,3.0,89.0,1.0,-2.0,0.0,-2.0,48.0,16.0,100.0,1.0,88.0,10.0,0.0,0.0,SUB_11,0.0,28,16,52,5,0,2,1.0,train,2023-08-15,1c7a92bbc262
235.0,0.0,14.0,257.0,354.0,283.0,3.0,89.0,1.0,-2.0,0.0,-2.0,48.0,16.0,100.0,1.0,88.0,10.0,0.0,0.0,SUB_11,0.0,28,16,52,5,0,2,1.0,train,2023-08-15,1c7a92bbc262
-2.0,-7.0,-1.0,-2.0,305.0,343.0,6.0,-1.0,-3.0,-1.0,314.0,-1.0,38.0,6.0,100.0,3.0,-3.0,25.0,298.0,1.91,SUB_19,0.0,32,1,4,5,49,31,1.0,train,2023-08-15,c0b041262cdf
-2.0,-7.0,-1.0,-2.0,305.0,343.0,6.0,-1.0,-3.0,-1.0,314.0,-1.0,38.0,6.0,100.0,3.0,-3.0,25.0,298.0,1.91,SUB_19,0.0,32,1,4,5,49,31,1.0,train,2023-08-15,c0b041262cdf
612.0,-7.0,-1.0,120.0,305.0,-2.0,-1.0,-1.0,-6.0,-1.0,0.0,-1.0,43.0,32.0,33.0,1.0,44.0,38.0,0.0,1.56,SUB_10,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-08-15,c4b11c8c198a
612.0,-7.0,-1.0,120.0,305.0,-2.0,-1.0,-1.0,-6.0,-1.0,0.0,-1.0,43.0,32.0,33.0,1.0,44.0,38.0,0.0,1.56,SUB_10,1.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-08-15,c4b11c8c198a
-2.0,-7.0,-1.0,-1.0,311.0,-2.0,-1.0,-1.0,-1.0,-1.0,2137.0,-2.0,13.0,17.0,100.0,3.0,-3.0,0.0,0.0,0.0,SUB_25,1.0,17,0,50,5,11,3,1.0,train,2023-08-15,bd56ba9d6beb
-2.0,-7.0,-1.0,-1.0,311.0,-2.0,-1.0,-1.0,-1.0,-1.0,2137.0,-2.0,13.0,17.0,100.0,3.0,-3.0,0.0,0.0,0.0,SUB_25,1.0,17,0,50,5,11,3,1.0,train,2023-08-15,bd56ba9d6beb
0.0,0.0,17.2,-1.0,359.0,294.0,3.0,-3.0,-1.0,-1.0,0.0,-2.0,61.0,32.0,100.0,1.0,95.0,0.0,0.0,0.0,SUB_05,0.0,9,43,12,5,15,0,1.0,train,2023-08-16,53f0b0cc5ed1
0.0,0.0,17.2,-1.0,359.0,294.0,3.0,-3.0,-1.0,-1.0,0.0,-2.0,61.0,32.0,100.0,1.0,95.0,0.0,0.0,0.0,SUB_05,0.0,9,43,12,5,15,0,1.0,train,2023-08-16,53f0b0cc5ed1
0.0,5.0,-1.0,312.0,298.0,-2.0,-1.0,-1.0,-6.0,-1.0,-1.0,-2.0,33.0,30.0,50.0,-1.0,6.0,67.0,-2.0,2.0,SUB_28,0.0,11,6,30,5,0,2,1.0,train,2023-08-16,160bc634b7cd
0.0,5.0,-1.0,312.0,298.0,-2.0,-1.0,-1.0,-6.0,-1.0,-1.0,-2.0,33.0,30.0,50.0,-1.0,6.0,67.0,-2.0,2.0,SUB_28,0.0,11,6,30,5,0,2,1.0,train,2023-08-16,160bc634b7cd
-2.0,-7.0,-1.0,405.0,403.0,-2.0,87.0,-1.0,-6.0,-1.0,-1.0,-1.0,40.0,4.0,0.0,-1.0,219.0,10.0,-2.0,2.0,SUB_08,0.0,4,32,21,5,49,10,1.0,train,2023-08-16,affcda5fc9c6
-2.0,-7.0,-1.0,405.0,403.0,-2.0,87.0,-1.0,-6.0,-1.0,-1.0,-1.0,40.0,4.0,0.0,-1.0,219.0,10.0,-2.0,2.0,SUB_08,0.0,4,32,21,5,49,10,1.0,train,2023-08-16,affcda5fc9c6
1033.0,4.47,-1.0,82.0,265.0,-2.0,8.0,-1.0,1.0,-1.0,416.0,279.0,32.0,49.0,47.0,5.0,57.0,31.0,860.0,1.68,SUB_21,0.0,1,32,21,5,11,31,1.0,train,2023-08-17,482a6a99715e
1033.0,4.47,-1.0,82.0,265.0,-2.0,8.0,-1.0,1.0,-1.0,416.0,279.0,32.0,49.0,47.0,5.0,57.0,31.0,860.0,1.68,SUB_21,0.0,1,32,21,5,11,31,1.0,train,2023-08-17,482a6a99715e
0.0,4.13,1.0,173.0,403.0,268.0,5.0,-3.0,1.0,-1.0,398.0,-2.0,34.0,4.0,76.0,3.0,79.0,21.0,0.0,0.0,SUB_11,0.0,25,44,45,5,11,49,1.0,train,2023-08-18,86518725f977
0.0,4.13,1.0,173.0,403.0,268.0,5.0,-3.0,1.0,-1.0,398.0,-2.0,34.0,4.0,76.0,3.0,79.0,21.0,0.0,0.0,SUB_11,0.0,25,44,45,5,11,49,1.0,train,2023-08-18,86518725f977
0.0,2.27,-1.0,260.0,286.0,319.0,6.0,-1.0,-6.0,-1.0,-3.0,-1.0,100.0,12.0,50.0,-3.0,73.0,20.0,0.0,2.06,SUB_21,1.0,53,49,27,5,3,14,1.0,train,2023-08-18,4b39c1b4d8c0
0.0,2.27,-1.0,260.0,286.0,319.0,6.0,-1.0,-6.0,-1.0,-3.0,-1.0,100.0,12.0,50.0,-3.0,73.0,20.0,0.0,2.06,SUB_21,1.0,53,49,27,5,3,14,1.0,train,2023-08-18,4b39c1b4d8c0
0.0,0.57,-1.0,323.0,384.0,-2.0,2.0,-1.0,-6.0,-1.0,0.0,-1.0,78.0,4.0,100.0,2.0,97.0,40.0,-2.0,0.0,SUB_08,0.0,8,24,68,5,11,49,1.0,train,2023-08-18,f2f047c24504
0.0,0.57,-1.0,323.0,384.0,-2.0,2.0,-1.0,-6.0,-1.0,0.0,-1.0,78.0,4.0,100.0,2.0,97.0,40.0,-2.0,0.0,SUB_08,0.0,8,24,68,5,11,49,1.0,train,2023-08-18,f2f047c24504
0.0,0.48,7.8,198.0,342.0,-2.0,-1.0,-1.0,-6.0,-1.0,-1.0,-2.0,100.0,6.0,100.0,-1.0,84.0,25.0,-2.0,0.0,SUB_21,0.0,58,61,45,5,3,0,1.0,train,2023-08-18,6eda7ecfd065
0.0,0.48,7.8,198.0,342.0,-2.0,-1.0,-1.0,-6.0,-1.0,-1.0,-2.0,100.0,6.0,100.0,-1.0,84.0,25.0,-2.0,0.0,SUB_21,0.0,58,61,45,5,3,0,1.0,train,2023-08-18,6eda7ecfd065
0.0,0.0,7.7,301.0,343.0,360.0,9.0,-1.0,-6.0,-1.0,32.0,509.0,46.0,12.0,100.0,2.0,67.0,0.0,0.0,0.0,SUB_08,1.0,69,52,47,5,0,2,1.0,train,2023-08-18,9acabcee8696
0.0,0.0,7.7,301.0,343.0,360.0,9.0,-1.0,-6.0,-1.0,32.0,509.0,46.0,12.0,100.0,2.0,67.0,0.0,0.0,0.0,SUB_08,1.0,69,52,47,5,0,2,1.0,train,2023-08-18,9acabcee8696
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_21,0.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-08-18,a875ac3f472f
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_21,0.0,-1,-1,-1,-1,-1,-1,1.0,train,2023-08-18,a875ac3f472f
0.0,0.0,-2.0,277.0,321.0,326.0,9.0,75.0,-3.0,-1.0,34.0,3191.0,60.0,47.0,100.0,1.0,75.0,0.0,0.0,0.0,SUB_32,1.0,39,17,50,5,3,11,1.0,train,2023-08-18,4888c7174d7f
0.0,0.0,-2.0,277.0,321.0,326.0,9.0,75.0,-3.0,-1.0,34.0,3191.0,60.0,47.0,100.0,1.0,75.0,0.0,0.0,0.0,SUB_32,1.0,39,17,50,5,3,11,1.0,train,2023-08-18,4888c7174d7f
0.0,0.67,5.3,383.0,448.0,276.0,2.0,78.0,1.0,-1.0,1428.0,1221.0,85.0,2.0,100.0,2.0,69.0,13.0,265.0,0.0,SUB_05,0.0,42,67,47,5,0,2,1.0,train,2023-08-22,1ef7cf30dcff
0.0,0.67,5.3,383.0,448.0,276.0,2.0,78.0,1.0,-1.0,1428.0,1221.0,85.0,2.0,100.0,2.0,69.0,13.0,265.0,0.0,SUB_05,0.0,42,67,47,5,0,2,1.0,train,2023-08-22,1ef7cf30dcff
791.0,1.96,-1.0,327.0,254.0,-2.0,18.0,-1.0,-6.0,-1.0,98.0,-1.0,73.0,7.0,60.0,0.0,87.0,14.0,0.0,0.0,SUB_20,0.0,13,39,15,5,3,11,1.0,train,2023-08-22,27307f642cd9
791.0,1.96,-1.0,327.0,254.0,-2.0,18.0,-1.0,-6.0,-1.0,98.0,-1.0,73.0,7.0,60.0,0.0,87.0,14.0,0.0,0.0,SUB_20,0.0,13,39,15,5,3,11,1.0,train,2023-08-22,27307f642cd9
0.0,0.0,-1.0,287.0,367.0,278.0,9.0,-1.0,-3.0,-1.0,515.0,-1.0,39.0,16.0,100.0,4.0,94.0,0.0,0.0,0.0,SUB_14,0.0,66,30,6,5,0,2,1.0,train,2023-08-22,27191eafd6f4
0.0,0.0,-1.0,287.0,367.0,278.0,9.0,-1.0,-3.0,-1.0,515.0,-1.0,39.0,16.0,100.0,4.0,94.0,0.0,0.0,0.0,SUB_14,0.0,66,30,6,5,0,2,1.0,train,2023-08-22,27191eafd6f4
0.0,0.0,-1.0,-1.0,298.0,332.0,7.0,-3.0,-1.0,-1.0,368.0,-1.0,33.0,21.0,100.0,3.0,81.0,0.0,0.0,0.0,SUB_21,1.0,7,59,54,5,11,4,1.0,train,2023-08-22,ace98c6ba9dd
0.0,0.0,-1.0,-1.0,298.0,332.0,7.0,-3.0,-1.0,-1.0,368.0,-1.0,33.0,21.0,100.0,3.0,81.0,0.0,0.0,0.0,SUB_21,1.0,7,59,54,5,11,4,1.0,train,2023-08-22,ace98c6ba9dd
0.0,0.0,-1.0,288.0,297.0,280.0,1.0,-1.0,1.0,-1.0,2554.0,-1.0,67.0,64.0,100.0,2.0,67.0,0.0,0.0,0.0,SUB_21,0.0,58,38,61,5,3,0,1.0,train,2023-08-23,55fee66599f4
0.0,0.0,-1.0,288.0,297.0,280.0,1.0,-1.0,1.0,-1.0,2554.0,-1.0,67.0,64.0,100.0,2.0,67.0,0.0,0.0,0.0,SUB_21,0.0,58,38,61,5,3,0,1.0,train,2023-08-23,55fee66599f4
447.0,0.54,10.2,357.0,375.0,-2.0,-1.0,-1.0,-6.0,-1.0,-3.0,-2.0,63.0,11.0,71.0,-3.0,67.0,7.0,0.0,0.44,SUB_30,0.0,48,1,32,5,3,14,1.0,train,2023-08-23,7efdf183eb9b
447.0,0.54,10.2,357.0,375.0,-2.0,-1.0,-1.0,-6.0,-1.0,-3.0,-2.0,63.0,11.0,71.0,-3.0,67.0,7.0,0.0,0.44,SUB_30,0.0,48,1,32,5,3,14,1.0,train,2023-08-23,7efdf183eb9b
0.0,0.09,-1.0,262.0,310.0,339.0,1.0,-1.0,-6.0,-1.0,711.0,-1.0,64.0,13.0,96.0,2.0,84.0,7.0,0.0,0.0,SUB_28,0.0,21,62,1,5,11,49,1.0,train,2023-08-23,1367baaebb34
0.0,0.09,-1.0,262.0,310.0,339.0,1.0,-1.0,-6.0,-1.0,711.0,-1.0,64.0,13.0,96.0,2.0,84.0,7.0,0.0,0.0,SUB_28,0.0,21,62,1,5,11,49,1.0,train,2023-08-23,1367baaebb34
0.0,0.0,-1.0,300.0,291.0,-2.0,-1.0,-1.0,1.0,-1.0,89.0,-2.0,75.0,28.0,83.0,1.0,100.0,8.0,-2.0,0.0,SUB_15,1.0,17,33,0,5,3,42,1.0,train,2023-08-25,6ff8b0239540
0.0,0.0,-1.0,300.0,291.0,-2.0,-1.0,-1.0,1.0,-1.0,89.0,-2.0,75.0,28.0,83.0,1.0,100.0,8.0,-2.0,0.0,SUB_15,1.0,17,33,0,5,3,42,1.0,train,2023-08-25,6ff8b0239540
0.0,3.63,4.5,233.0,406.0,-2.0,2.0,94.0,-6.0,-2.0,0.0,455.0,50.0,2.0,100.0,1.0,93.0,12.0,0.0,0.0,SUB_30,0.0,48,1,32,5,3,14,1.0,train,2023-08-25,8c758b9bf4bc
0.0,3.63,4.5,233.0,406.0,-2.0,2.0,94.0,-6.0,-2.0,0.0,455.0,50.0,2.0,100.0,1.0,93.0,12.0,0.0,0.0,SUB_30,0.0,48,1,32,5,3,14,1.0,train,2023-08-25,8c758b9bf4bc
0.0,0.0,-1.0,-1.0,331.0,316.0,1.0,-1.0,-1.0,-1.0,34.0,-1.0,50.0,47.0,100.0,2.0,100.0,25.0,1249.0,0.0,SUB_15,1.0,22,36,21,5,31,10,1.0,train,2023-08-25,02d6090cab30
0.0,0.0,-1.0,-1.0,331.0,316.0,1.0,-1.0,-1.0,-1.0,34.0,-1.0,50.0,47.0,100.0,2.0,100.0,25.0,1249.0,0.0,SUB_15,1.0,22,36,21,5,31,10,1.0,train,2023-08-25,02d6090cab30
13197.0,7.86,0.8,263.0,453.0,286.0,17.0,-1.0,3.0,-1.0,1055.0,16093.0,16.0,16.0,38.0,2.0,69.0,5.0,0.0,7.54,SUB_21,0.0,21,2,1,5,31,67,1.0,train,2023-08-25,da2227976504
13197.0,7.86,0.8,263.0,453.0,286.0,17.0,-1.0,3.0,-1.0,1055.0,16093.0,16.0,16.0,38.0,2.0,69.0,5.0,0.0,7.54,SUB_21,0.0,21,2,1,5,31,67,1.0,train,2023-08-25,da2227976504
0.0,3.64,5.5,198.0,425.0,317.0,8.0,95.0,-6.0,-1.0,-1.0,-2.0,45.0,12.0,86.0,-1.0,99.0,19.0,0.0,0.0,SUB_35,1.0,50,22,17,5,67,42,1.0,train,2023-08-25,96a07dbda735
0.0,3.64,5.5,198.0,425.0,317.0,8.0,95.0,-6.0,-1.0,-1.0,-2.0,45.0,12.0,86.0,-1.0,99.0,19.0,0.0,0.0,SUB_35,1.0,50,22,17,5,67,42,1.0,train,2023-08-25,96a07dbda735
0.0,0.0,-1.0,300.0,300.0,-2.0,41.0,-1.0,-6.0,-1.0,737.0,-2.0,10.0,1.0,100.0,3.0,0.0,6.0,82.0,0.0,SUB_21,1.0,2,17,0,5,3,67,1.0,train,2023-08-28,373594139258
0.0,0.0,-1.0,300.0,300.0,-2.0,41.0,-1.0,-6.0,-1.0,737.0,-2.0,10.0,1.0,100.0,3.0,0.0,6.0,82.0,0.0,SUB_21,1.0,2,17,0,5,3,67,1.0,train,2023-08-28,373594139258
0.0,8.0,-1.0,324.0,328.0,337.0,2.0,-1.0,-3.0,-1.0,0.0,-1.0,67.0,12.0,100.0,1.0,88.0,7.0,96.0,0.0,SUB_34,1.0,44,56,48,5,3,11,1.0,train,2023-08-29,43cbeefaeb22
0.0,8.0,-1.0,324.0,328.0,337.0,2.0,-1.0,-3.0,-1.0,0.0,-1.0,67.0,12.0,100.0,1.0,88.0,7.0,96.0,0.0,SUB_34,1.0,44,56,48,5,3,11,1.0,train,2023-08-29,43cbeefaeb22
0.0,0.24,2.5,262.0,383.0,325.0,47.0,-3.0,-6.0,-1.0,2193.0,1391.0,78.0,11.0,80.0,2.0,58.0,4.0,0.0,0.0,SUB_28,0.0,29,64,16,5,0,2,1.0,train,2023-08-29,514012a5af65
0.0,0.24,2.5,262.0,383.0,325.0,47.0,-3.0,-6.0,-1.0,2193.0,1391.0,78.0,11.0,80.0,2.0,58.0,4.0,0.0,0.0,SUB_28,0.0,29,64,16,5,0,2,1.0,train,2023-08-29,514012a5af65
0.0,0.0,-1.0,226.0,350.0,-2.0,-1.0,-1.0,-6.0,-1.0,38.0,-1.0,100.0,9.0,100.0,1.0,59.0,0.0,0.0,0.0,SUB_01,0.0,48,32,45,5,49,3,1.0,train,2023-08-29,3cb065f06584
0.0,0.0,-1.0,226.0,350.0,-2.0,-1.0,-1.0,-6.0,-1.0,38.0,-1.0,100.0,9.0,100.0,1.0,59.0,0.0,0.0,0.0,SUB_01,0.0,48,32,45,5,49,3,1.0,train,2023-08-29,3cb065f06584
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-4.0,-4.0,-4.0,-6.0,-4.0,-6.0,-4.0,24.0,-4.0,-4.0,-4.0,-4.0,-6.0,-6.0,SUB_20,1.0,15,23,13,5,3,11,1.0,train,2023-08-29,89e49cef5756
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-4.0,-4.0,-4.0,-6.0,-4.0,-6.0,-4.0,24.0,-4.0,-4.0,-4.0,-4.0,-6.0,-6.0,SUB_20,1.0,15,23,13,5,3,11,1.0,train,2023-08-29,89e49cef5756
15233.0,5.0,1.0,-2.0,522.0,-2.0,109.0,-1.0,-1.0,-1.0,0.0,8427.0,29.0,49.0,67.0,2.0,262.0,29.0,14234.0,6.7,SUB_21,0.0,32,1,4,5,49,10,1.0,train,2023-08-29,7091b40b2579
15233.0,5.0,1.0,-2.0,522.0,-2.0,109.0,-1.0,-1.0,-1.0,0.0,8427.0,29.0,49.0,67.0,2.0,262.0,29.0,14234.0,6.7,SUB_21,0.0,32,1,4,5,49,10,1.0,train,2023-08-29,7091b40b2579
0.0,0.0,-1.0,374.0,359.0,-2.0,55.0,-1.0,-6.0,-1.0,67.0,-1.0,80.0,9.0,100.0,1.0,61.0,4.0,387.0,0.0,SUB_21,0.0,65,27,56,5,3,14,1.0,train,2023-08-29,26ada8b0db78
0.0,0.0,-1.0,374.0,359.0,-2.0,55.0,-1.0,-6.0,-1.0,67.0,-1.0,80.0,9.0,100.0,1.0,61.0,4.0,387.0,0.0,SUB_21,0.0,65,27,56,5,3,14,1.0,train,2023-08-29,26ada8b0db78
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_09,1.0,20,37,38,5,3,14,1.0,train,2023-08-29,85c205264fa3
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SUB_09,1.0,20,37,38,5,3,14,1.0,train,2023-08-29,85c205264fa3
25244.0,7.99,-2.0,280.0,548.0,-2.0,83.0,-3.0,0.0,-1.0,2119.0,-2.0,13.0,20.0,40.0,2.0,34.0,35.0,18822071.978,7.26,SUB_32,1.0,22,29,50,5,31,67,1.0,train,2023-08-29,143ab9e342ba
25244.0,7.99,-2.0,280.0,548.0,-2.0,83.0,-3.0,0.0,-1.0,2119.0,-2.0,13.0,20.0,40.0,2.0,34.0,35.0,18822071.978,7.26,SUB_32,1.0,22,29,50,5,31,67,1.0,train,2023-08-29,143ab9e342ba
-2.0,0.0,-1.0,258.0,362.0,-2.0,-1.0,-1.0,-6.0,-1.0,0.0,-1.0,100.0,39.0,100.0,1.0,67.0,0.0,-2.0,-7.0,SUB_21,0.0,42,67,31,5,0,2,1.0,train,2023-08-29,ff9f8cea8586
-2.0,0.0,-1.0,258.0,362.0,-2.0,-1.0,-1.0,-6.0,-1.0,0.0,-1.0,100.0,39.0,100.0,1.0,67.0,0.0,-2.0,-7.0,SUB_21,0.0,42,67,31,5,0,2,1.0,train,2023-08-29,ff9f8cea8586
147.0,5.38,-2.0,302.0,267.0,301.0,9.0,37.0,1.0,28.0,0.0,404.0,19.0,14.0,77.0,2.0,64.0,3.0,0.0,0.0,SUB_05,0.0,21,32,1,5,31,11,1.0,train,2023-08-29,7b97ce749bf4
147.0,5.38,-2.0,302.0,267.0,301.0,9.0,37.0,1.0,28.0,0.0,404.0,19.0,14.0,77.0,2.0,64.0,3.0,0.0,0.0,SUB_05,0.0,21,32,1,5,31,11,1.0,train,2023-08-29,7b97ce749bf4
0.0,0.9,-1.0,309.0,310.0,302.0,-1.0,-1.0,-6.0,-1.0,30.0,-2.0,93.0,8.0,100.0,1.0,58.0,3.0,0.0,0.0,SUB_14,0.0,50,22,36,5,3,67,1.0,train,2023-08-30,cce0fad0bab0
0.0,0.9,-1.0,309.0,310.0,302.0,-1.0,-1.0,-6.0,-1.0,30.0,-2.0,93.0,8.0,100.0,1.0,58.0,3.0,0.0,0.0,SUB_14,0.0,50,22,36,5,3,67,1.0,train,2023-08-30,cce0fad0bab0
1718.0,5.16,-1.0,297.0,333.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,75.0,11.0,20.0,2.0,69.0,28.0,303.0,6.0,SUB_12,0.0,65,27,56,5,3,11,1.0,train,2023-08-30,7999c0f1c190
1718.0,5.16,-1.0,297.0,333.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,75.0,11.0,20.0,2.0,69.0,28.0,303.0,6.0,SUB_12,0.0,65,27,56,5,3,11,1.0,train,2023-08-30,7999c0f1c190
0.0,2.64,-1.0,278.0,310.0,379.0,123.0,-1.0,2.0,-1.0,834.0,-1.0,33.0,2.0,75.0,5.0,103.0,10.0,51.0,0.0,SUB_10,1.0,17,0,2,5,31,67,1.0,train,2023-08-30,c9bdb27b6baa
0.0,2.64,-1.0,278.0,310.0,379.0,123.0,-1.0,2.0,-1.0,834.0,-1.0,33.0,2.0,75.0,5.0,103.0,10.0,51.0,0.0,SUB_10,1.0,17,0,2,5,31,67,1.0,train,2023-08-30,c9bdb27b6baa
63919.0,5.82,0.9,238.0,414.0,-2.0,72.0,-1.0,2.0,-1.0,4154.0,-2.0,40.0,2.0,23.0,4.0,88.0,25.0,78415.0,5.32,SUB_02,0.0,22,29,50,5,31,67,1.0,train,2023-08-30,61ff8a706b5d
63919.0,5.82,0.9,238.0,414.0,-2.0,72.0,-1.0,2.0,-1.0,4154.0,-2.0,40.0,2.0,23.0,4.0,88.0,25.0,78415.0,5.32,SUB_02,0.0,22,29,50,5,31,67,1.0,train,2023-08-30,61ff8a706b5d
0.0,0.63,8.2,-2.0,390.0,318.0,3.0,-1.0,-3.0,-1.0,1685.0,-2.0,83.0,2.0,100.0,6.0,97.0,10.0,0.0,0.0,SUB_19,0.0,43,9,59,5,0,33,1.0,train,2023-08-30,0f8a163b1801
0.0,0.63,8.2,-2.0,390.0,318.0,3.0,-1.0,-3.0,-1.0,1685.0,-2.0,83.0,2.0,100.0,6.0,97.0,10.0,0.0,0.0,SUB_19,0.0,43,9,59,5,0,33,1.0,train,2023-08-30,0f8a163b1801
31147.0,4.75,1.0,368.0,310.0,-2.0,9.0,117.0,1.0,-1.0,235.0,-2.0,61.0,8.0,44.0,2.0,85.0,26.0,13823.0,5.88,SUB_05,1.0,45,25,34,5,49,10,1.0,train,2023-08-30,88f54b691b4a
31147.0,4.75,1.0,368.0,310.0,-2.0,9.0,117.0,1.0,-1.0,235.0,-2.0,61.0,8.0,44.0,2.0,85.0,26.0,13823.0,5.88,SUB_05,1.0,45,25,34,5,49,10,1.0,train,2023-08-30,88f54b691b4a
-2.0,0.0,-2.0,326.0,295.0,-2.0,138.0,-3.0,-6.0,-2.0,0.0,-2.0,25.0,9.0,100.0,2.0,75.0,0.0,0.0,-7.0,SUB_08,0.0,60,25,44,5,49,11,1.0,train,2023-08-30,69bc31126a54
-2.0,0.0,-2.0,326.0,295.0,-2.0,138.0,-3.0,-6.0,-2.0,0.0,-2.0,25.0,9.0,100.0,2.0,75.0,0.0,0.0,-7.0,SUB_08,0.0,60,25,44,5,49,11,1.0,train,2023-08-30,69bc31126a54
0.0,0.28,14.8,337.0,322.0,360.0,35.0,-3.0,1.0,-2.0,0.0,27877.0,8.0,4.0,100.0,1.0,61.0,6.0,0.0,0.0,SUB_21,1.0,2,17,0,5,67,31,1.0,train,2023-08-30,67ff4c4492b0
0.0,0.28,14.8,337.0,322.0,360.0,35.0,-3.0,1.0,-2.0,0.0,27877.0,8.0,4.0,100.0,1.0,61.0,6.0,0.0,0.0,SUB_21,1.0,2,17,0,5,67,31,1.0,train,2023-08-30,67ff4c4492b0
873.0,5.0,-1.0,512.0,448.0,-2.0,-1.0,-1.0,1.0,-1.0,1512.0,-1.0,7.0,13.0,22.0,1.0,102.0,64.0,3532.0,5.71,SUB_34,1.0,36,50,22,5,3,67,1.0,train,2023-08-31,dc0a87055cc1
873.0,5.0,-1.0,512.0,448.0,-2.0,-1.0,-1.0,1.0,-1.0,1512.0,-1.0,7.0,13.0,22.0,1.0,102.0,64.0,3532.0,5.71,SUB_34,1.0,36,50,22,5,3,67,1.0,train,2023-08-31,dc0a87055cc1
1152.0,1.99,6.2,-1.0,209.0,301.0,15.0,-3.0,-1.0,-1.0,40.0,10594.0,31.0,3.0,80.0,2.0,104.0,8.0,53.0,0.47,SUB_11,0.0,16,28,51,5,0,2,1.0,train,2023-08-31,cfe0fb281ab8
