campo,valor,n
descripcion_negocio,Inicié mi negocio de café en ano 2020,1
descripcion_negocio,Venta comida rápida,1
descripcion_negocio,Venta  de productos de la canasta familiar,1
descripcion_negocio,"Inicie mi negocio en el 2020 desde mi casa vendiendo pijamas, camisas, sábanas y muñecos de navidad.",1
descripcion_negocio,"Inicie mi taller de servicio técnico de maquinaria pesada desde el 2020, con una experiencia de 14 años en el sector.",1
descripcion_negocio,"inicie mi negocio en el año 2019 atendia en un espacio de la casa de mi papa la tiendita vendia arroz, azucar, enlatados entre otros perecederos era muy visitada x la gente ya q el barrio no tenia una donde pudieran abastecerse me iva bien gracias a",1
descripcion_negocio,Inicie en el 2005 vendo productos de panadería y Comidas preparadas en mi local.,1
descripcion_negocio,Inicio mi negocio en el 2015 como droguería y después agregue papelería internet,1
descripcion_negocio,Pintura tapicería y refacciones para muebles hogar y oficina,1
descripcion_negocio,"Comenzé vendiendo pandeyucas y buñuelos y albojabanas , después empezó con la venta de fritos de como pasteles y empanadas y ahora con el tiempo ya llevo para año y medio que los días sábado saco venta de tamales un plato tradicional en donde vivi",1
descripcion_negocio,Inicie el negocio en el 2017 vendiendo repuestos para carros y haciendo arreglos,1
descripcion_negocio,"Estudios de suelos para permisos de curaduría, extracción de muestras y servicios de spt y cbr",1
descripcion_negocio,"Inicié mi negocio en el año 2018, vendiendo ropa y tennis importados",1
descripcion_negocio,"Inicié mi negocio desde 1999 nos dedicamos ala elaboración de toda clase de muebles para el hogar como cosinas integrales,closet,puertas en madera y en melamina ,pisos ,alcobas , comedores ,bibliotecas y todo lo relacionado con la madera y la melamin",1
descripcion_negocio,CURSOS DEDICADOS A DIBUJO Y ARTE PARA PRIMERA INFANCIA Y ADOLECENTES,1
descripcion_negocio,Construcción y mantenimiento con todo lo relacionado de la construcción,1
descripcion_negocio,Venta de cerveza gaseosas mercado de todo un poco,1
descripcion_negocio,Soldadura en general,1
descripcion_negocio,"The English school, es mi emprendimiento, soy docente de inglés y los fines de semana trabajo con mis chicos, sin 35 estudiantes y pasan por diferentes niveles de aprendizaje.",1
descripcion_negocio,Salchipapa,1
descripcion_negocio,"Inicié mi negocio en enero de 2023, ubicado en mi residencia, dónde ofrezco productos de natura, yanbal y Esika, hago domicilios y ofrezco en la universidad en dónde estudio.
Me gusta los aromas, por eso las lociones son un buen producto, necesito di",1
descripcion_negocio,Empezé en mayo del 2022 vendiendo revista y con pensionado universitario,1
descripcion_negocio,Nutrición,1
descripcion_negocio,Venta de perfumes de hombre de mujer crema para el cuerpo,1
descripcion_negocio,"Inicie mi emprendimiento en el año 2020 en pandemia, fabrico gimnasios para gato y camas para mascotas",1
descripcion_negocio,"Inicie mi negocio en el 2018 vendiendo desayunos y detalles coorporativos, con el tiempo
Fue creciendo y repartimos a municipios y veredas aledañas",1
descripcion_negocio,Inicie mi emprendímiento de Reciclaje en el 2021 en la calle puerta a puerta con una carreta afinaleles del año me organice y en 2022 arrende un local que es donde trabajo.,1
descripcion_negocio,"Vendemos comida tradicional ( empanadas y otros) , en nuestra casa",1
descripcion_negocio,Comense mí negocio vendiendo callejiado pan de arroz,1
descripcion_negocio,"Inicie mi negocio en el 2021 vendiendo queso al por mayor, surtiendo tiendas y panaderias",1
descripcion_negocio,"Inicié mi negocio en septiembre del 2020, diseñamos, confeccionamos y comercializamos pijamas. Trabajamos desde nuestra casa",1
descripcion_negocio,inicie mi empresa desde casa vendiendo chocolate y agua de panela con queso y arepas de queso y arepas de chocolo con queso y ahora ya tengo un pequeño local y hay tengo venta de gaseosas almuerzo desayunos y comidas rápidas,1
descripcion_negocio,Excelente servicio de ricas arepas deliciosas a buen precio para nuestros clientes que quieran probarlas nos encontramos ubicados en bosconia cesar cerca al ara ven te esperamos para que disfrutes de estas deliciosas arepas rellenas de queso costeño,1
descripcion_negocio,Inicie mi negocio en el año 2022 fabricando reparando y tapizando muebles de calidad.,1
descripcion_negocio,Inicie mi negocio decido a la pandemia inicie vendiendo todo lo relacionado con productos desechables y de hay poco a poco fue creciendo ahora vendo comida para mascotas y todo lo relacionado con aseo,1
descripcion_negocio,"Karrera sas inicia actividades en 2018, se dedica a la impermeabilizacion de superficies y terminación y acabado de edificaciones",1
descripcion_negocio,Inicie el proyecto de tener mi negocio propia estudiando sobre medicamentos y capacitándome para coger experiencia en este ramo de las Droguerías.,1
descripcion_negocio,Servicio técnico y venta de recargas y accesorios y reparaciones de toda clase,1
descripcion_negocio,"INICIE MI NEGOCIO EN 1990, EN INSTALACIONES ELECTRICAS Y MANTENIMIENTO Y REPARACIIN DE ELECTRODOMÉSTICOS",1
descripcion_negocio,"Fabricamos artículos de cuero, lona y sintético, como bolsos billeteras morrales entre otras cosas",1
descripcion_negocio,Inicié mi negocio vendiendo camisetas para dama en el año 2018 ahora vendo conjuntos eportivos vestidos y ropa elegante para niña,1
descripcion_negocio,Zapatos y bolsos,1
descripcion_negocio,Inicie con este negocio desde el 2015 junto con mi mama y llevamos lencería para el hogar a diferentes municipios,1
descripcion_negocio,"Cuadernos,lápices, borradores, lapiceros, correctores, diccionarios, Block, cartulinas etc. Y servicio de fotocopias, impresiones, transcripciones,scaner",1
descripcion_negocio,calzado,1
descripcion_negocio,"Venta de todo tipo de ropa y accesorios para dama , caballero y niños",1
descripcion_negocio,"Este es un negocio familiar que se realiza desde nuestra casa, donde se prepara los mejores postres y tortas de muy buena calidad e inucuos para la salud. Se toman los pedidos con anticipación y se elaboran para la fecha que el cliente lo solicita.",1
descripcion_negocio,"Inicié mi negocio inicialmente sacando copias e impresiones, pero con el tiempo la oferta aumento, papelería, artículos para aseo personal, regalos, medicamentos, perfumería, entre una variedad de productos y precios",1
descripcion_negocio,"Empece mi negocio en el 2021 desde mi casa llevando a damicilio sandwich, aplastados, empanadas champú jugos naturales",1
descripcion_negocio,"Inicié  negocio  en  mayo  del  2022  de  metalmecanica   y metalúrgica    en  el  solar  de  la  casa.   Fabricando   puertas,   ventanas,   y  estructuras  metálicas   deacuerdo al   diseño  del   cliente",1
descripcion_negocio,Habitaciones con bañó privado agua caliente TV y wifi servicio de parqueadero incluído ubicado en tunja boyaca salida para villa de Leyva,1
descripcion_negocio,Empeze mi negocio en el año 2012 trabajando comidas por encargo hasta que los pedidos crecieron y cree mi local para la venta al público,1
descripcion_negocio,Inicie mi negocio en 2022 atreves de las redes sociales hasta el mes de septiembre que establecí un punto de venta físico,1
descripcion_negocio,Venta de recargas al por mayor y productos electrónicos,1
descripcion_negocio,Inicie mi negocio vendiendo películas después sincard y fui introduciendo poco a poco productos mientras me capitalizaba hasta seguir hasta este día y ofrecemos toda clase de cargadores teléfonos y parlantes,1
descripcion_negocio,"Venta de tecnología, accesorios para el hogar, elementos para deporte en casa, mercancía variada",1
descripcion_negocio,"Papelería, accesorios, cerámica",1
descripcion_negocio,"Mi negocio está desde el 2022, hacemos desayunos sorpresa , regalos , catering para empresas",1
descripcion_negocio,"Inicie mi negocio en el 2014 mi actividad principal es la ven ta de papelería  , accesorios de celulares y productos varios en general",1
descripcion_negocio,Arreglos todo tipo de vehículo,1
descripcion_negocio,"Inicie mi negocio en el 2022 
Ya q me quedé sin empleo .
Es una actividad muy bonita y me gusta por q amo los animales",1
descripcion_negocio,"Inicié mi negocio en 2021 con la venta de productos del catálogo Novaventa, lo que me ha permitido generar ingresos",1
descripcion_negocio,"Inicié mi negocio hace más de 10 años aunque venía ya trabajando en lo mismo desde el año 1996,elaboramos más q todo cocinas integrales,closet,puertas ,ya tenemos bastante experiencia en nuestro trabajo por el tiempo y calidad en lo que ya trabajamos",1
descripcion_negocio,Mi negocio se inicio en el 2017 vendiendo granos y abarrotes y en el 2020 inice con verduras el cual hemos crecido muy bien.,1
descripcion_negocio,Inicie mi negocio con mi esposa y la pandemia llego retomamos de nuevo pero necesitas invertir más.capital en nuestro negocio,1
descripcion_negocio,Inicie mi negocio en el año 2023 vendiendo productos por catálogos en mi casa,1
descripcion_negocio,Publicidad de todo tipo y diseño gráfico.,1
descripcion_negocio,Real pets negocio dedicado al embellecimiento de mascotas grooming y peluquería canina profesional,1
descripcion_negocio,manícure y pedicure acrílico y ventas de ropa y accesorios,1
descripcion_negocio,Inicie mi negocio en el 2000 y consiste en el alquiler de sonido y luces para reuniones sociales,1
descripcion_negocio,Buen día inicie mi negocio en el 2015 comencé con un café Internet y lo convertí en una papelería ahora quiero fucionarlo con abarrotes y víveres.,1
descripcion_negocio,Inicie con este negocio en el año 2018 en compañía de mi esposa hacemos chaquetas camisas para hombres contamos con dos máquinas la plana y la fileteadora nos hace falta la collarín para aumentar productos,1
descripcion_negocio,Compra y venta de reciclajes,1
descripcion_negocio,Inicie mi negocio en el año 2012  de reparación y mantenimiento de equipos de computación e impresoras,1
descripcion_negocio,"Somos un emprendimiento encargado de vender accesorios, y gadgets para la vida cotidiana y el uso de los usuarios",1
descripcion_negocio,"Empresa dedicada a la asesoria  ambiental y de seguridad  y salud en el trabajo. Asesoramos en trámites de licencias ambientales, certificados  de viabilidad sanitaria, Sistemas de seguridad  y salud en el trabajo.",1
descripcion_negocio,Inicie mi negosio  de lociones aprosimadamente hace 7 meses empese vendiendole a familiares y amigos y poco a poco fuimos consiguiendo mas clientela,1
descripcion_negocio,Carpinteria hago muebles y todo lo relacionado con la madera nada de carton camarotes comedores mesedora casa para mascotas camitas para mascotas casitas muy vendidos los perchero en madera roble,1
descripcion_negocio,Venta de panela y semilla,1
descripcion_negocio,Inicio el negocio con la cuestión dela palnemia y de hay estamos produciendo estos productos gracias a el dependo económica mente,1
descripcion_negocio,Inicié mi negocio en el año 2018 con mi esposo de cero y fuimos creciendo,1
descripcion_negocio,Inicie por el desempleo comoun ingreso adicional y se convirtió en mi sustento diario. Y estoy generando empleo,1
descripcion_negocio,Negocio familiar se confecciona todo tipo de prendas de vestir,1
descripcion_negocio,"Venta a domicilio de comida rápida, sandwich, hamburguesas, perros",1
descripcion_negocio,"Empecé mi negocio durante la pandemia ofreciendo ropa y calzado, luego en el 2022 formalice mi negocio y abrí un local pequeño que hasta ahora me ha estado dando fruto",1
descripcion_negocio,Venta de licores y abarrotes y dulceria,1
descripcion_negocio,Celulares y accesorios reparación técnica,1
descripcion_negocio,"Negocio de venta al por menor  de ropa de moda para dama y caballero , zapatillas, accesorios y demás prendas ...medias deportivas y colegiales , boxer para dama y caballero...",1
descripcion_negocio,Inicie mi negocio en el año 2018 con dos vitrinas y poca medicina... con el transcurso del tiempo mi droguería a aumentado haciéndose más grande tengo 6 vitrinas más medicamentos,1
descripcion_negocio,"Hago pocillos esmaltados decorados, porta celulares  y magnéticos para neveras",1
descripcion_negocio,Comida típica antioqueña,1
descripcion_negocio,Iniciamos el local con reparacion compra y venta de televisores,1
descripcion_negocio,Ropa personalizada,1
descripcion_negocio,Venta de acesorios para celulares,1
descripcion_negocio,ARTESANIAS HECHAS COMPLETAMENTE A MANO YA SEAN MUÑECOS NAVIDESO DEL FIELTRO O PAÑO LENCY O CERAMICAS PINTADAS A MANO,1
descripcion_negocio,"Es un negocio en buen punto con buen trabajo, desde que lo registre siempre he tenido Buenos Movimientos",1
descripcion_negocio,Inicie mi negocio desde casa llamando clientes para que compren respuestos de maquinaria pesada,1
descripcion_negocio,Inicie mi negocio de publicidad ya que me desenvuelvo con buenos contactos comerciales de distribución de materiales para la publicidad permitiendo tener una mayor apertura de mercado mediante la elaboración de productos de calidad e innovadores,1
descripcion_negocio,Inicie mi negocio en el 2020 vendiendo salchipapas chorizos hamburguesas perros calientes suizas ya llevo 3años trabajando en esto y el cual también hago venta de sancocho cada 8dias,1
descripcion_negocio,Papa rellenas con diferentes carnes (Huevo,1
descripcion_negocio,"Inicié mi negocio como cátering de alimentos desde 1998, reinicie actividades post pandemia en Madrid cundinamarca",1
descripcion_negocio,"Inicie mi negocio en 2022 vendiendo comidas carnes, nos queremos apalancar tener mayor liquidez",1
descripcion_negocio,Vendo lo q tiene q ver con papelería como lapiceros carpetas sobres de manila servicio de fotocopias etc,1
descripcion_negocio,"Ofrecemos tratamientos estéticos faciales y corporales, servicios de spa , relajación y bienestar.",1
descripcion_negocio,"Inicié mi negocio en abril del 2022 de peluquería, manicure y pedicure, se productos para el cuidado personal es un negocio muy acreditado",1
descripcion_negocio,Almuerzos y platos a la carta,1
descripcion_negocio,Diseño y construcción de todo tipo de muebles en madera,1
descripcion_negocio,Inicie mi negocio con mi madre imprimiendo en un garaje tenemos una pequeña litografía,1
descripcion_negocio,Inicie mi negocio en el 2020 con desinfección mantenimiento y jardinería,1
descripcion_negocio,"Elaboración de accesorios hechos a mano a base de semillas de árboles como el Samán, Açai, Chambimbe, Huayruro, Tagua, etc que mezcladas con fibras como el cuero, fique e hilos dan como resultado una joya ecológica, sustentable y sostenible.",1
descripcion_negocio,"inicie en año 2021  como en empresa  natural..llamada big gourmet  yopal,
ya quiero mi primer crédito  como micro empresario..de la ciudad de yopal.",1
descripcion_negocio,Venta de productos para belleza,1
descripcion_negocio,Mi negocio está dedidacado a la actividad de cosmetologia y estética y también a colocar extensiones de pestañas pelo a pelo clásicas también se realiza todo tipo de masajes,1
descripcion_negocio,"Inicie mi negocio  donde vivo por motivos de la pandemia, trabajo los fines  de semana ,vendo empanadas y  variedad  de comidas rápidas. Dustribullo por bandejas y por unidad.me va muy bien.con mis ventas pago mi arriendo  y demás necesidades de casa",1
descripcion_negocio,Se inició el negocio hace más de 10 años en la casa también he trabajado en otros talleres y hace dos años tenemos nuestro propio local,1
descripcion_negocio,Inicie mi negocio en enero del 2022 con varios clientes... Ahora soy mayorista de prendas de vestir,1
descripcion_negocio,Instalaciones de fontanería calefacción aire acodicionado,1
descripcion_negocio,Bebidas alcohólicas cigarrillos música ilimitada,1
descripcion_negocio,Quemadores de grasa y drenadores,1
descripcion_negocio,"Espinoza Moda inició en febrero de 2022, y la actividad económica es comercio al por menor de prendas de vestir para dama, se encuentra ubicado en el centro del municipio de Granada",1
descripcion_negocio,"Ínice mi negocio al rededor de 2 años, y empezó a crecer a tal punto que lo registre en la cámara de comercio, la verdad ha sido muy estable y ahora quiero empezar a expandirlo",1
descripcion_negocio,Mi negocio consiste en construir e instalar plantas de energía solar fotovoltaica para autoconsumo,1
descripcion_negocio,aaaaaaaaaaaaaaaaaaaaaaaa,1
descripcion_negocio,Inicie mi negocio con una proyección de poder ofrecer un exelente servicio y poder tener la empresa sólida y rentable,1
descripcion_negocio,Soporte y reparación de computadores y celulares,1
descripcion_negocio,"Venta de víveres, cafeteria, aseo, licores y dulceria",1
descripcion_negocio,Contamos con un emprendimiento donde realizamos empanadas de todo tipo y arepas rellenas,1
descripcion_negocio,Inicie mi negocio en el 2005 somos un empresa familiar somos artesanos producimos artesanías en barro para cocina para aser y servir los alimentos,1
descripcion_negocio,Criamos pollos luego los vendemos casa a casa o en tiendas,1
descripcion_negocio,"Venta
Reparación
Accesorios",1
descripcion_negocio,Ropa creada por mi misma,1
descripcion_negocio,Venta de drogas para todo tipo de animales. Concentrados para equinos y caninos y accesorios para caninos y equinos,1
descripcion_negocio,"Inicie mi negocio en noviembre de 2022 visitando clientes tienda a tienda ofreciendo un portafolio de víveres en general, logrando satisfacer una oportunidad de mercado",1
descripcion_negocio,Frutas,1
descripcion_negocio,Venta de químicos y accesorios para piscinas servicio de mantenimientos,1
descripcion_negocio,"Inicie mi negocio en el 2022. Venta de ropa deportiva y casual  al detal para dama, caballero y niños  venta de Splash cremas para el cuerpo",1
descripcion_negocio,"Instalación cámara de seguridad,  mantenimiento preventivo y correctivo de computadores",1
descripcion_negocio,"Tengo un negocio desde el año 2015 , en donde vendo ropa , perfumería, joyería, accesorios , papelería y cacharrería",1
descripcion_negocio,"Inicie mi negocio en el año 2017 vendiendo recargas a todo operador y un año después empecé con corresponsales como supergiros y a surtir producto como papelería ,perfumería ,desechables ,maquillaje y ferretería básica",1
descripcion_negocio,"Inicie como barbero en el año 2019 y en el año 2022 decidí independizarme y abrí mi negocio en mi casa, desde aquí prestó mis servicios como barbero profesional",1
descripcion_negocio,"Asesoro en licenciamiento legal de Software, principalmente en línea desde mi oficina, analizando y diagnosticando cuál es el software más adecuado de acuerdo a la actividad económica de mi cliente.",1
descripcion_negocio,Inicié con mi negocio de ventas de muebles nuevos y usados desde el 2019 traigo de Bogotá y los comercializó desde mi casa de mi madre que es donde recido,1
descripcion_negocio,"Bar cigarreria ,venta de licor y abarrotes al publico ,juego de bolirana y transmision de partidos en TV",1
descripcion_negocio,Mi negocio lo compense en enero del 2022 vendo todo tipo de licores gaseosas jugos papas dulces,1
descripcion_negocio,Accesorios para todo tipo de celulares,1
descripcion_negocio,"Alimentos para el consumo diario, arroz, aceites panes ect",1
descripcion_negocio,"Inicié mi negocio saliendo de pandemia,vendo a domicilio a barberias y salas de belleza,insumos,productos y repuestos para el sector.",1
descripcion_negocio,"Inicie mi negocio en 2019 vendiendo útiles escolares, papelería, miscelánea y variedades",1
descripcion_negocio,Inicie mi negocio vendiendo canastas de cerveza fria y al clima a domicilio,1
descripcion_negocio,Inicie mi negocio haciendo pestañas el cual quiero desempeñar comprando camilla y implementación de materiales,1
descripcion_negocio,Creación y venta de imágenes de cerámica y venta de suculentas,1
descripcion_negocio,Venta de conjuntos deportivos para dama,1
descripcion_negocio,"Servicio de suministro de tecnologías, mantenimiento de equipos de cómputos, impresiones y publicidad",1
descripcion_negocio,Peluqueria unicex.. y colorimetría. Maquillaje y toda clase de peinados,1
descripcion_negocio,Inicie mi negocio en agosto de el 2022 vendiendo cervezas cócteles y más cosas es un café bar,1
descripcion_negocio,Mi negocio es una escuela de formación deportiva modalidad femenina y masculina la cuál fue fundada en enero de 2021 para fomentar la actividad física y a la vez realizar jornadas de recreación y deporte. Dónde podrán encontras las disciplinas dep. O,1
descripcion_negocio,Agua t,1
descripcion_negocio,Refuerzos escolares,1
descripcion_negocio,"Maderos gourmet se destaca en la elaboración de platos orgánicos y platos gourmet, con una variedad de bebidas y por su calidad de servico.",1
descripcion_negocio,Toda clases de cerveza,1
descripcion_negocio,Trámites para los profesores del magisterio de Ibagué y del departamento del Tolima,1
descripcion_negocio,Internet,1
descripcion_negocio,Bisuteria,1
descripcion_negocio,Venta y reparación de equipos audiovisuales,1
descripcion_negocio,Iniciamos en el 2015 ofreciendo servicios de obra civil y desde entonces hemos venido creciendo hoy en día ofrecemos electricidad y trámites ante electrificadoras plomería ornamentación enchape pintura en general y gas natural,1
descripcion_negocio,"Inicie mi negocio en el año 2017 fabricando puertas y ventanas desde mi casa
Y ahora tengo mi taller aquí en casa",1
descripcion_negocio,"Nos dedicamos a la comercialización de productos para el hogar, la línea de negocio son productos no perecederos",1
descripcion_negocio,"Mi emprendimiento se encarga de la distribución de productos de aseo para el hogar, cuidado de la ropa y vehículos.",1
descripcion_negocio,"Inicie mi negocio ya hace 5 años cuando inició la pandemia, decidí iniciar la venta de cerdo.",1
descripcion_negocio,Es una empresa familiar de aire acondicionado y ventilación mecánica para la mayoría de locales y empresas y centro comercial para la mayoría de sus proyectos y se hacen Mantenimiento preventivo o operativo también izada de equipos de aire acondicion,1
descripcion_negocio,Uñas en sistemas artificiales como acrílico press onn venta de producto y capacitación,1
descripcion_negocio,"Inicié mi negocio el de 19 de marzo del 2015 con la venta de productos naturales para la salud y bienestar de las personas, progresando hasta la fecha.",1
descripcion_negocio,Inicie mi negocio en año 2020 como manicurista a domicilio ya tengo un salón de belleza,1
descripcion_negocio,"Peluquería y barbería, tratamientos y venta de productos para el cabello",1
descripcion_negocio,Alquiler de lavadoras por horas o por jornadas,1
descripcion_negocio,Carpintería y artesanias,1
descripcion_negocio,"Fabrico y vendo camas para mascotas, perros y gatos",1
descripcion_negocio,"Compro chatarra,cobre, bronce, aluminio, reciclaje en general",1
descripcion_negocio,Venta de deliciosos chicharrones a domicilio,1
descripcion_negocio,"Es tipo cafeteria se vende tinto ,perico ,aromatica,empañadas, papas rellenas ,sanduis de jamon y queso ,jugo de naranja,gaseosa ,agua,avena, agua y salpicón",1
descripcion_negocio,Vende comida mar  mi negociin esta en las playa en csño dulce,1
descripcion_negocio,Es un bar con bolirana,1
descripcion_negocio,servicios técnicos plomería pintura electricidad cerrajería,1
descripcion_negocio,Es una licorera,1
descripcion_negocio,Elaboración y venta de Ropa,1
descripcion_negocio,Vendo panela puerta a puertas y a mis clientes,1
descripcion_negocio,Distribución de productos snacks,1
descripcion_negocio,Venta de almuerzos ejecutivos comidas rapidas,1
descripcion_negocio,Productos y comidas,1
descripcion_negocio,"Soy pastelero independiente
Vendo tortas y ponques para toda ocasión, también vendo refrigerios empresariales
Y adicional a eso soy instructor de panadería y pastelería en la caja de compensación de boyaca Y eventualmente doy asesorías a pequeñas panaderías y pastelerías en duitama",1
descripcion_negocio,"Se venden productos de belleza, para el hogar, materiàles ecolares y accesorios para dama y caballero",1
descripcion_negocio,Productos de la canasta familiar,1
descripcion_negocio,Cigarrillo confitería en general,1
descripcion_negocio,Ofrezco un servicio de asesoría de tareas y cuidado de niños,1
descripcion_negocio,Ztunning,1
descripcion_negocio,Panadería,1
descripcion_negocio,"Fabrico ropa camisetas, pantalonetas entre otros",1
descripcion_negocio,Tengo una pequeña micro empresa como satélite en mi casa confecionando franelas ect,1
descripcion_negocio,Todo lo relacionado con la canasta familiar y dulces,1
descripcion_negocio,Productos de uñas,1
descripcion_negocio,"comidas rapidas, platos especiales, bebidas, Bar y Licores, jugos naturales,ensaladas de frutas",1
descripcion_negocio,Elavorp tortas galletas navideñas chocobombas,1
descripcion_negocio,Ensamble y venta de joyeria,1
descripcion_negocio,Transporte escolar,1
descripcion_negocio,Carpas estructuras metálicas,1
descripcion_negocio,Vendo por en cargó a clientes,1
descripcion_negocio,Comidas preparadas a la mesa,1
descripcion_negocio,Ropa interior pantalonetas pijamas ropa dama niños caballeros,1
descripcion_negocio,Lacteos aseo abarrotes gaseosas Bar y Licores,1
descripcion_negocio,Soy Tecnologo ing automotriz y vendo arreglos preventivos y correctivos automotrices por ahora a Domicilio,1
descripcion_negocio,Almuerzo los fines de semana en una finca campestre,1
descripcion_negocio,Trabajamos todo el año elaborando todo lo relacionado en lenceria para Navidad  y desde octubre empezamos  a vwnsee,1
descripcion_negocio,Fabricó cocinas integrales closep puertas todo lo de madera,1
descripcion_negocio,Estampó camiseta y publicidad,1
descripcion_negocio,"Hamburguesas, wrapps, Salchipapa, maicitos, perros",1
descripcion_negocio,Tornillos de vehículos,1
descripcion_negocio,Vinipel industrial Papel Chicle,1
descripcion_negocio,Estamos haciendo arte y empresa con material reciclado somos líderes en el mercado en pesebre más grandes,1
descripcion_negocio,manicure y pedicure extensión pestañas depilación,1
descripcion_negocio,spa de uñas y pestañas,1
descripcion_negocio,Vendo camisetas urbanas,1
descripcion_negocio,Servicio de reparación,1
descripcion_negocio,"Cerveza, trago, productos de primera necesidad",1
descripcion_negocio,Jabones artesanales,1
descripcion_negocio,Desayunos,1
descripcion_negocio,Bar y Licores y comida,1
descripcion_negocio,"Ensamble de ropa deportiva , dotaciones, uniformes de deportivo",1
descripcion_negocio,"Avisos luminosos , valla publicitarias , señales de tránsito,  pendones afiches",1
descripcion_negocio,Desayuno almuerzo y cómoda rapida,1
descripcion_negocio,Servesa mecato,1
descripcion_negocio,Oroduccion y comercialización de ropa femenina casual ventas al detal,1
descripcion_negocio,"Es un bar , cerveza , aguardiente, gaseosas, empanadas",1
descripcion_negocio,Son productos para autos lavado en seco No se usa agua,1
descripcion_negocio,Limon,1
descripcion_negocio,Vendo Gaseosas cervezas helados  jugos  panes,1
descripcion_negocio,Es venta de obleas pero no está registrado en cámara y comercio ya q mi negocio es en mi casa,1
descripcion_negocio,Vendo chance lotería minutos recargas,1
descripcion_negocio,Salsamentaria,1
descripcion_negocio,Hago masajes y limpieza faciales plasma botox drenaje linfático y posoperatorio,1
descripcion_negocio,Taller de motos,1
descripcion_negocio,Cojines personalizados y forros personalizados para fiestas y cumpleaños,1
descripcion_negocio,Buzos para el frío,1
descripcion_negocio,Vendo medicamentos,1
descripcion_negocio,Fabricación y elaboración de empanadas para negocios y punto de venta,1
descripcion_negocio,Mi producto principal es el servicio barbería y peluqueria,1
descripcion_negocio,Servicio técnico mecánico automotriz,1
descripcion_negocio,Es un bar un tomadero ubicado en piedecuesta santander,1
descripcion_negocio,"Esferos, marcadores, lápices, borradores, resaltadores, micropuntas y demás",1
descripcion_negocio,"Arroz paisa 
Arroz ranchero
Arroz endiablado
Arroz oriental 
Arroz tres carnes y bebidas",1
descripcion_negocio,Confección y venta de ropa deportiva,1
descripcion_negocio,taller de Zapatos,1
descripcion_negocio,Realizó fotografía de eventos sociales y foto modelaje,1
descripcion_negocio,Venta de comida preparada,1
descripcion_negocio,"Fabricamos toda clase de muebles para El hogar ,oficinas",1
descripcion_negocio,Vendo cuadros decorativos,1
descripcion_negocio,"Collares y pendientes en arcilla hechos a mano 
Agendas y cuadernos encuadernados a mano y personalizados 
Ventas por Instagram o en la UNAL Bogotá",1
descripcion_negocio,AREPAS rellenas arepa con todo arepas con queso,1
descripcion_negocio,Jugos de borojo,1
descripcion_negocio,Cerveza y gaseosas,1
descripcion_negocio,Vendo un producto orgánico para acabar las cucarachas  y la última cena de los ratones,1
descripcion_negocio,Riego mercancía zapatos ropa,1
descripcion_negocio,Comida y cerveza,1
descripcion_negocio,"Arroz,azúcar, azafrán,aceites todo lo relacionado a los abarrotes y verduras dulceria y gaseosas",1
descripcion_negocio,Vendemos servicio de mensajería local,1
descripcion_negocio,"Cafetería, bebidas gaseosas, desayunos",1
descripcion_negocio,Vendo calzado y ropa,1
descripcion_negocio,"Ropa, belleza, productos comestibles",1
descripcion_negocio,Todo lo relacionado con fritos como empanada arepa de huevo deditos jugos naturales etc,1
descripcion_negocio,Tengo 2 maquinas y una fileteadora,1
descripcion_negocio,Tortiyas para  haser  sopa,1
descripcion_negocio,Carnes y verduras,1
descripcion_negocio,"Suministros para eléctricos y ferretería, pinturas",1
descripcion_negocio,"Cervezas gaseosa dulces 
Miscelanea",1
descripcion_negocio,"Fabrico lavaderos de e ropa en granito pulido, mesones de cocina,  pasis de escalas,",1
descripcion_negocio,Cerveza artesanal,1
descripcion_negocio,Ropa para damas caballeros y niños,1
descripcion_negocio,Me dedico a hacer y vender pinturas,1
descripcion_negocio,Minitienda,1
descripcion_negocio,Comidas almuerzos y comidas rapidas,1
descripcion_negocio,"Vendo gaseosas, paquetes, cigarrillos, licor, cerveza, dulces, chocolates",1
descripcion_negocio,Manejo mi carro en la aplicación Didi,1
descripcion_negocio,Soy  fabricante de carpintería arquitectónica    para casas y apt,1
descripcion_negocio,Sudaderas y uniformes para colegios,1
descripcion_negocio,Losiomes!  Cremas! Champoo! Maquillaje!,1
descripcion_negocio,Repuestos gas,1
descripcion_negocio,"Arroz, pasta, aceite, gaseosas, dulces, galletas y demas",1
descripcion_negocio,Muñecos,1
descripcion_negocio,"Viveres ,Bar y Licores ,bebidas ,medicamentos",1
descripcion_negocio,No tengo nombre todavía manejo elaboración de anchetas de cumpleaños o para toda ocasion,1
descripcion_negocio,PICADAS DESAYUNOS SORPRESA EMBUTIDOS,1
descripcion_negocio,Desayunos almuerzos platos a la cuarta comidas rápidas bebidas,1
descripcion_negocio,Ropa y perfumes,1
descripcion_negocio,"Vendo comidas, desayunos, almuerzos y cenas ejecutivos y especiales",1
descripcion_negocio,"Jamón, queso, charcurteria",1
descripcion_negocio,Venta de comidas rapidas,1
descripcion_negocio,Servicio técnico accesorios y personalización de motocicletas,1
descripcion_negocio,Papeleris Losa cacharrería,1
descripcion_negocio,Abrazaderas para la tubería de los edificios,1
descripcion_negocio,Personalización de prendas de vestir  chaquetas de jean),1
descripcion_negocio,Servicio de manicura profesional a domicilio,1
descripcion_negocio,Pantalones  en lana soy fabricante de estos,1
