campo,valor,n
descripcion_negocio,Cámaras de seguridad,1
descripcion_negocio,Elaboración de decoración navideña y también manualidades o trabajos escolares,1
descripcion_negocio,"Radios, alarmas, GPS, lujos para vehículos y cámaras de seguridad para casas y negocios",1
descripcion_negocio,Confecciones y alta costura,1
descripcion_negocio,"servicios de confección, y venta de retazos",1
descripcion_negocio,Mantenimiento y venta de mangueras hidraulica,1
descripcion_negocio,Víveres abarrotes Bar y Licores cigarrillos,1
descripcion_negocio,Camisas y toda clase de prendas,1
descripcion_negocio,Artículos de lencería de hogar,1
descripcion_negocio,"Perros calientes
Hamburguesas al carbón",1
descripcion_negocio,Arreglos de ropa,1
descripcion_negocio,Salchipapas perros calientes salvajadas pollo asado carne asada amburguesa,1
descripcion_negocio,"Arreglo de prendas de vestir, lavado y tintorería",1
descripcion_negocio,"Agua en botella
Gaseosas
Pony Malta 
Cervezas",1
descripcion_negocio,Mantenimiento de vehículos,1
descripcion_negocio,Venta de camisetas jeans gorras conjuntos deportivos pantalonetas,1
descripcion_negocio,Artesanías hechas a mano madera y cosas para el hogar,1
descripcion_negocio,Confección de blusas y pijamas. Como también arreglos como servicio opcional,1
descripcion_negocio,Vendo bobinas de abanicos,1
descripcion_negocio,Productos cárnicos a la parrilla y al barril,1
descripcion_negocio,Manicurey pedicure,1
descripcion_negocio,Brosater hamburguesas,1
descripcion_negocio,Mantenimiento y reparaciones,1
descripcion_negocio,Hamburguesa .perros .salchipa. chorizos.patacones,1
descripcion_negocio,Gurupa y proximamente tomate de arbol,1
descripcion_negocio,Fabricación de muebles para el hogar,1
descripcion_negocio,Arreglos y modificaciones  en prendas de vestir y veta de ropa,1
descripcion_negocio,Pollos semi criollos,1
descripcion_negocio,Venta de Medicamentos al por mayor y detal,1
descripcion_negocio,Pizzas lasagñas panzerottis,1
descripcion_negocio,Arrocerías comida de mar,1
descripcion_negocio,Distribución de productos alimenticios y Bebidas gaseosas,1
descripcion_negocio,Mercado y perecederos,1
descripcion_negocio,Elaboración de ropa a nivel general para mascotas,1
descripcion_negocio,Venta de cera capilar venta de gel venta de máquinas todo lo relacionado con barbería,1
descripcion_negocio,"Peluquería,manicure y pedicure , spa",1
descripcion_negocio,Muebles y demas,1
descripcion_negocio,Alimentos transporte Bar y Licores,1
descripcion_negocio,Distribuidora de huevos y carnés,1
descripcion_negocio,Ventanas Divisiones en vidrio y Acrílico cielo en PVC Domos,1
descripcion_negocio,Todo lo relacionado en tejido a crochet,1
descripcion_negocio,Venta de todo tipo de carnes principalmente  carne de res,1
descripcion_negocio,Acabados en general para obras civiles y mueblería en general,1
descripcion_negocio,Todo lo relacionado con la confección y mantenimiento de máquinas,1
descripcion_negocio,"Pandebono, buñuelos, pan de la casa, acemas, dedos de queso. tinto. cafe en leche. Aromaticas,",1
descripcion_negocio,Maniquiurista,1
descripcion_negocio,Productos de cuidado para el cabello y uñas,1
descripcion_negocio,"Dotación de doctores 
Uniformes 
Arreglos 
Y todo tipo de confección",1
descripcion_negocio,"Confeccionar prendas de vestir , como camisas",1
descripcion_negocio,Servicios eléctricos automotrices y venta de repuestos,1
descripcion_negocio,"Celulares, computadores, servicio técnico, accesorios, asesorías, repuestos, reparación.",1
descripcion_negocio,Manejamos productos como shorts jeans faldas camisas polos franelas vestidos enterizos bodys conjuntos crop tops leggins kimonos todo lo referente a moda para dama,1
descripcion_negocio,Maíz yuca ñame aji,1
descripcion_negocio,"Maquilo ,busos para estudio f",1
descripcion_negocio,Pollo frito. Sopas. Carne arroz con pollo. Chuleta   .sobrebarriga. Mojarra churrasco. Bandeja con pollo. Costillas de cerdo. Bebidas gaseosas,1
descripcion_negocio,Confección de toda prenda de vestir,1
descripcion_negocio,Corte de caballero,1
descripcion_negocio,Diferentes tipos de velas artesanales en parafina de soya y gel,1
descripcion_negocio,Dotacion  industrial,1
descripcion_negocio,"Productos de cuidado facial, corporal y maquillaje",1
descripcion_negocio,Servicio tecnico y acesorios,1
descripcion_negocio,Venta de Alevinos y peces,1
descripcion_negocio,Ventas de perfumería,1
descripcion_negocio,Todo lo relacionado en canasta familiar,1
descripcion_negocio,Reparación de bicicletas y venta de repuestos,1
descripcion_negocio,Servicio de Lavado y mantenimiento de las cortinas manuales y motorizadas,1
descripcion_negocio,Vendo almuerzo ejecutivos y asados,1
descripcion_negocio,"La venta de los cerdos, apartir de que tengan un peso aproximado de 4@",1
descripcion_negocio,"Aceites ,grasas , valvulinas , refrigerantes , hidráulico y otras cosas",1
descripcion_negocio,Bar y Licores y comidas y bebidas,1
descripcion_negocio,Expendio de bebidas alcohólicas a la mesa,1
descripcion_negocio,"Caricaturas en vivo o por encargo, con o sin marco, para eventos o fechas especiales",1
descripcion_negocio,"Canasta familiar, bebidas pan, comida para animales, dulces, papelería y miscelanea",1
descripcion_negocio,"Alimentos perecederos, gaseosas, lácteos, productos de aseo, carnes, embutidos, frutas y verduras",1
descripcion_negocio,Joyeria,1
descripcion_negocio,Publicidad avisos volantes Acrilicos Papeleria comercial,1
descripcion_negocio,"Tinto,cafe,aguadepanela con queso,aromatica,maizena,jugos,gaseosas,empanadas,variedad de sanduches,dulceria,buñuelos,pandebonos,galletas,tortas....",1
descripcion_negocio,Se le confecciona a terceros y empesando con marca propia,1
descripcion_negocio,Formación educativa en liderazgo,1
descripcion_negocio,"Publicidad en General, Impresión Digital Laser,  Impresión Libros",1
descripcion_negocio,Ropa . articulos para bebe.,1
descripcion_negocio,Venta de ropa interior,1
descripcion_negocio,Ensamble de tareas,1
descripcion_negocio,"Gorras 
Repuestos para celulares",1
descripcion_negocio,Celulares y accesorios,1
descripcion_negocio,"Concentrado alimentos) para equinos y bovinos , embocaduras sillas aperos, asesorías sobre dichos productos",1
descripcion_negocio,Arreglo de uñas y cabello,1
descripcion_negocio,Manicure pedicure,1
descripcion_negocio,"Perros calientes, hamburguesas, salchipapas, empanadas, papas rellenas, deditos, arepa de huevo, patacones, patacones rellenos, gaseosas y jugos naturales",1
descripcion_negocio,Corte cepillados tinturas uñas,1
descripcion_negocio,"Anchetas personalizadas 
Accesorios importados de niña
Termos motivacionales 
Pijamas",1
descripcion_negocio,"Técnico Instalador de Redes Internas para el servicio de gas combustible residencial y comercial. 
Calibración y conexión de equipos a gas.
Diseño de redes...",1
descripcion_negocio,"Confección
Arreglos
Dotaciones industrial",1
descripcion_negocio,Arepas,1
descripcion_negocio,Bar y Licores varios,1
descripcion_negocio,Arroz panela papas aceites granos,1
descripcion_negocio,Cajas de regalo,1
descripcion_negocio,"Heladería 
Venta de tortas 
Venta de postres 
Desayunos 
Ensaladas de frutas 
Jugos 
Bebidas gaseosas, agua, te)
Empanadas",1
descripcion_negocio,"Carteleras, agendas decoradas en fomy, tarjetas, pines, cajas etc",1
descripcion_negocio,Confeccion de calzado,1
descripcion_negocio,Blusas tejidas y bordadas...toallas decoradas baño y cocina..mantillas para bebés... monederos tejidos...,1
descripcion_negocio,"Distribución de alimentos catering, desayunos Sorpresa, arreglos Florales, cajas Dulceras, eventos sociales",1
descripcion_negocio,Confección y diseño de pre das de vestir,1
descripcion_negocio,"Bolsos de lujo versión triple a, accesorios, cachivaches",1
descripcion_negocio,Soportes para plasmas -lcd - led,1
descripcion_negocio,Pizza,1
descripcion_negocio,"Comidas rápidas, pollo broster, y almuerzos corrientes",1
descripcion_negocio,"Celulares, accesorios y mantenimiento",1
descripcion_negocio,"Productos para pesca deportiva: cañas, carreteles",1
descripcion_negocio,Productos capilares productos de aseo  colonias,1
descripcion_negocio,Obras de Arte,1
descripcion_negocio,Compra y venta de cajas automáticas,1
descripcion_negocio,Pan postres leches gaseosas exeteras,1
descripcion_negocio,"Venta de cigarrillos
Gaseosas
Bebidas energizantes
Bebidas calientes y frías
Etc",1
descripcion_negocio,Venta de licor y asecorios,1
descripcion_negocio,"Diseño, sublimación y estampados de artículos personalizados, vallas, vinilos adhesivos, facturas, tarjetas de presentación, Volantes y todo en publicidad",1
descripcion_negocio,Diseño e impresion,1
descripcion_negocio,Ropa lociones productos aseo,1
descripcion_negocio,Grabación de publicidad para radio y televisión,1
descripcion_negocio,"Pantaloneta,zapato",1
descripcion_negocio,Pollos,1
descripcion_negocio,Reparación en general,1
descripcion_negocio,"Diseños de sonrisa,  blanqueamiento dental , prótesis dentales",1
descripcion_negocio,Desayunos..almuerzos..cenas...empanadas..pasteles jugos gaseosas y varios mas,1
descripcion_negocio,Catering y experiencias Gastronómicas en casa,1
descripcion_negocio,"Fabricamos todo tipo de repisas para cosas de colección, armarios, centros de tv etc..",1
descripcion_negocio,Shores  para dama  pantalonetas  para hombre,1
descripcion_negocio,Pan gaseosas jugos,1
descripcion_negocio,"Compra, venta y reparación de electrodomésticos y consolas de videojuegos y accesorios",1
descripcion_negocio,Viveres como arroz azucar aceite de cocina condimentos y demas viveres,1
descripcion_negocio,Pescados cachama y mojarra,1
descripcion_negocio,Venta de ropa,1
descripcion_negocio,Remodelaciones,1
descripcion_negocio,"Gel
crema capilares
faciales
shampoo
labiales
Queratina
tónicos",1
descripcion_negocio,Sandalia para dama y niña,1
descripcion_negocio,Lavadoras,1
descripcion_negocio,"Aseo hogar, personal, gaseosas snacks, arroz, café, azúcar, y algunas cosas de papelería",1
descripcion_negocio,"Bar y Licores. Ventas de comestibles
Aseo hogar y varios",1
descripcion_negocio,Limpiezas faciales masajes reductores y relajantes depilación con cera,1
descripcion_negocio,Fabrico jeans,1
descripcion_negocio,Venta de Bar y Licores. Juego de billar.juego de sapo,1
descripcion_negocio,Ropa y accesorio,1
descripcion_negocio,Asesorios vidrios para celulares estuches foros para celulares computadores soker audífonos parlantes,1
descripcion_negocio,Bebidas alcohólicas y golosinas,1
descripcion_negocio,Marroquineria,1
descripcion_negocio,"Elaboración de muebles en melamina, desarrollo ideas que la gente tiene para su hogar.
Remodelaciones de vivienda",1
descripcion_negocio,"Arreglo de uñas 
Acrílicas
Tradicionales pies y manos 
Esmaltado semipermanente
Forrado de acrílico 
Prees on",1
descripcion_negocio,"impresion Digital gran formato, señalización , decoración entre otrso servicios",1
descripcion_negocio,Venta de bisutería por internet,1
descripcion_negocio,"panes , postres , tortas y gaseosas",1
descripcion_negocio,"Celulares ,accesorios planes",1
descripcion_negocio,"Limpieza, desinfeccion e higiene de muebles, alfombras, tapetes y cojinería de autos",1
descripcion_negocio,Contenido para adultos,1
descripcion_negocio,Ensaldas de verduras espinaca lechuga,1
descripcion_negocio,Ropa tactica,1
descripcion_negocio,Fabricamos muebles para hogar y oficina,1
descripcion_negocio,"Bolirana , win SPORT , micheladas y venta de Bar y Licores y cerveza..",1
descripcion_negocio,Servicio de peluquería canina y felina,1
descripcion_negocio,"Tenemos alquiler de cillas, mesas, platos, cubiertos y demás se empacan regalos y se venden peluches anchetas",1
descripcion_negocio,"Ropa, calzado,bolsos y otros.",1
descripcion_negocio,Ropa para dama y articulos de hogar,1
descripcion_negocio,Control de plagas y roedores,1
descripcion_negocio,Deditos,1
descripcion_negocio,Reparacion de articulos de cuero,1
descripcion_negocio,Pet shop,1
descripcion_negocio,Mochilas wayuu,1
descripcion_negocio,Bar y Licores cerveza gaseosas y paquetes,1
descripcion_negocio,"Caballeros, dama, niños y mascotas",1
descripcion_negocio,"Artesanías en porcelanicron, detalles para regalar, figuras personalizadas",1
descripcion_negocio,"Termos, vasos, camisetas personalizados",1
descripcion_negocio,Chaqtas,1
descripcion_negocio,Prendas externas de dama,1
descripcion_negocio,"Ventas, asesoría de imagen, crédito",1
descripcion_negocio,Venta de productos naturales,1
descripcion_negocio,Jugos aguas empanadas y papas,1
descripcion_negocio,Dulces paqueticos galletas todo lo relacionado con dulces,1
descripcion_negocio,Puntos de venta al por mayor de pan para comidas rápidas empacado,1
descripcion_negocio,Pues vendo bolsos de dama jean short blusas sandalias,1
descripcion_negocio,Masa de maíz y de yuca,1
descripcion_negocio,"Salchipapas
Perro caliente
Picada 
Hamburguesas
Masorcada
Arepa
Chorizo",1
descripcion_negocio,"Dulces, paletas, maní, coco, maíz",1
descripcion_negocio,Todo para canasta familiar,1
descripcion_negocio,"Servicio al por mayor
Por preventa
La línea completa de cerdo 
Y pollo también carnes de res entre otros",1
descripcion_negocio,Suministro de dotación,1
descripcion_negocio,Guarnecedor de Calzado de hombre de dama y de niño,1
descripcion_negocio,Respuestas y partes de bicicletas y servicio de mecánica,1
descripcion_negocio,Confección a terseros,1
descripcion_negocio,"Café , plátano , yuca",1
descripcion_negocio,Alimentación bebidas mercados,1
descripcion_negocio,Plantas para cercas vivas,1
descripcion_negocio,Chaqueta y pantalones,1
descripcion_negocio,Costuras,1
descripcion_negocio,Fritos  Deditos  Picadas Jugos naturales,1
descripcion_negocio,"Computadores usados
Diseños publicitario",1
descripcion_negocio,Cerdos en peso vivo,1
descripcion_negocio,Fabricación de prendas de vestir,1
descripcion_negocio,"Perfumes, cuidado fácil y corporal",1
descripcion_negocio,"Abarrotes, productos de aseo, legumbres etc",1
descripcion_negocio,Comidas y bebidas y jugos y arepas,1
descripcion_negocio,Joyas Accesorios,1
descripcion_negocio,"Son arepas de maíz maíz rellenas de queso doble crema, se venden por paquetes de 5 arepas",1
descripcion_negocio,Alquiler de lavadoras por horas,1
descripcion_negocio,"Shampo,   trtamientos , alisados, productos faciales y corporales",1
descripcion_negocio,Servicio de parrilladas argentinas y colombianas,1
descripcion_negocio,"Perfumería, cuidado facial y corporal",1
descripcion_negocio,Realizó uñas acrílicas esculpidas y semipermanente,1
descripcion_negocio,Cambio de batería display pin d carga. Desbloqueo software configurqciones,1
descripcion_negocio,Pulseras aretes cadenas,1
descripcion_negocio,"Todo en publicidad, impresiones digitales, impresión en exteriores, manejo de redes, diseño de página web, estampados de camisetas , souvenirs, edición de video, fotografía, imagen creativa y corporativo, papelería para empresa , etc",1
