number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
266,0.7594460641399418,2026-08-24 20:56:01.021181,2026-08-24 20:56:01.337149,0 days 00:00:00.315968,0.537379456328509,0.07268385040840772,8,1,0.4272276411563175,0.00020393677776693947,0.8560649131777794,COMPLETE
267,0.7588775510204082,2026-08-24 20:56:01.337230,2026-08-24 20:56:01.632070,0 days 00:00:00.294840,0.5631798589906687,0.08528501933537194,8,14,0.6506703303237026,0.00012859519215187293,0.8332497321336515,COMPLETE
268,0.765058309037901,2026-08-24 20:56:01.632165,2026-08-24 20:56:02.093017,0 days 00:00:00.460852,0.5187834106154938,0.051733395993516014,8,3,0.005273329293677219,0.00016507965300575447,0.8006246679568116,COMPLETE
269,0.7651020408163265,2026-08-24 20:56:02.093102,2026-08-24 20:56:02.350338,0 days 00:00:00.257236,0.5350463506215062,0.06071587419766155,8,4,0.013417810670049804,0.0002455938843275703,0.8153033084019085,COMPLETE
270,0.7599708454810495,2026-08-24 20:56:02.350424,2026-08-24 20:56:02.679257,0 days 00:00:00.328833,0.526848236325172,0.07783499523874454,8,3,0.010806585546419287,0.0001270224972001396,0.8469542288023266,COMPLETE
271,0.7597376093294462,2026-08-24 20:56:02.679341,2026-08-24 20:56:02.991033,0 days 00:00:00.311692,0.5471630112501867,0.06663943370084789,8,2,0.5507351858588005,0.00017120443167066104,0.8300794110669808,COMPLETE
272,0.7607142857142858,2026-08-24 20:56:02.991116,2026-08-24 20:56:03.346394,0 days 00:00:00.355278,0.5056824816758917,0.045372413367958324,8,1,0.009163797509193505,0.00010031031405832497,0.8705290730708833,COMPLETE
273,0.7617638483965015,2026-08-24 20:56:03.346480,2026-08-24 20:56:03.814963,0 days 00:00:00.468483,0.5175205856490502,0.07328759652863875,8,2,0.007153027341918648,0.00019843645472624052,0.8570072020725152,COMPLETE
274,0.7702915451895043,2026-08-24 20:56:03.815045,2026-08-24 20:56:04.102002,0 days 00:00:00.286957,0.5373467282524587,0.048817761447140694,8,3,0.01588918599466181,0.00014282462082705556,0.8196930761724319,COMPLETE
275,0.7626239067055396,2026-08-24 20:56:04.102087,2026-08-24 20:56:04.388896,0 days 00:00:00.286809,0.5527928370162334,0.04724203228452604,8,4,0.01519390676230047,0.00012530763966165005,0.8082020016752027,COMPLETE
276,0.7588775510204081,2026-08-24 20:56:04.388980,2026-08-24 20:56:04.667705,0 days 00:00:00.278725,0.5649321673625709,0.0425225732265653,8,3,0.022297911861211987,0.0002836409181379301,0.8180776978389858,COMPLETE
277,0.7662682215743439,2026-08-24 20:56:04.667787,2026-08-24 20:56:04.988302,0 days 00:00:00.320515,0.5422728461366838,0.04922422962477433,8,2,0.014507404047510943,0.00014683065019415478,0.7951192057161036,COMPLETE
278,0.7633236151603499,2026-08-24 20:56:04.988387,2026-08-24 20:56:05.313275,0 days 00:00:00.324888,0.5372733920687975,0.0530208242442107,8,4,0.012061298385944427,0.00022280539912245437,0.8228702659119757,COMPLETE
279,0.7582507288629737,2026-08-24 20:56:05.313378,2026-08-24 20:56:05.742997,0 days 00:00:00.429619,0.9941111570064938,0.08407777745178824,8,3,0.0157850513955475,0.00012278159500966396,0.8335584445561415,COMPLETE
280,0.7737463556851313,2026-08-24 20:56:05.743086,2026-08-24 20:56:06.067230,0 days 00:00:00.324144,0.5541107371423418,0.09266506849295357,8,2,0.018593164336467263,0.00017347430491936096,0.8152127862011728,COMPLETE
281,0.7690087463556852,2026-08-24 20:56:06.067318,2026-08-24 20:56:06.310793,0 days 00:00:00.243475,0.5728134271487664,0.0926752800066962,8,3,0.024020748886480713,0.0001454383370669462,0.8073140755127889,COMPLETE
282,0.7625510204081634,2026-08-24 20:56:06.310881,2026-08-24 20:56:06.553767,0 days 00:00:00.242886,0.5566389225934338,0.09797042734814504,8,3,0.03699403314098133,0.00010080744817719692,0.8143279333030374,COMPLETE
283,0.7640524781341109,2026-08-24 20:56:06.553864,2026-08-24 20:56:07.118206,0 days 00:00:00.564342,0.5489024841072597,0.08891613659388885,8,1,0.3176355984439153,0.00017287505372416183,0.7981101928572556,COMPLETE
284,0.7701603498542273,2026-08-24 20:56:07.118304,2026-08-24 20:56:07.552595,0 days 00:00:00.434291,0.5653038085652679,0.10877893381401744,8,3,0.019279770482335416,0.00012593781738114376,0.8254994396250842,COMPLETE
285,0.757521865889213,2026-08-24 20:56:07.552777,2026-08-24 20:56:07.854717,0 days 00:00:00.301940,0.5608907526930131,0.10205610286877413,8,2,0.02896861448240951,0.0002460469917495189,0.8242760793319658,COMPLETE
286,0.7624489795918368,2026-08-24 20:56:07.854822,2026-08-24 20:56:08.048314,0 days 00:00:00.193492,0.5760718910638732,0.11816735070751187,8,4,0.018876537379877274,0.00015384270645767747,0.8088964668149164,COMPLETE
287,0.7580174927113703,2026-08-24 20:56:08.048406,2026-08-24 20:56:08.474336,0 days 00:00:00.425930,0.5662177506061044,0.10717361920293389,8,2,0.48463748557866915,0.00018574493694484848,0.8164628700432994,COMPLETE
288,0.756530612244898,2026-08-24 20:56:08.474450,2026-08-24 20:56:08.705970,0 days 00:00:00.231520,0.5853695580212583,0.09478549852048851,8,12,0.0013461007164205418,0.00031137690234761827,0.7853137135203865,COMPLETE
289,0.7656268221574343,2026-08-24 20:56:08.706060,2026-08-24 20:56:09.156154,0 days 00:00:00.450094,0.5540939447675997,0.12577885389795088,8,3,0.024732424469791358,0.0001298915045810076,0.8278684572303459,COMPLETE
290,0.7596647230320699,2026-08-24 20:56:09.156247,2026-08-24 20:56:09.468534,0 days 00:00:00.312287,0.5456614660279798,0.10888268834109162,8,3,0.018411277595381335,0.00021689263943430474,0.8205209642673865,COMPLETE
291,0.7626384839650145,2026-08-24 20:56:09.468686,2026-08-24 20:56:09.716729,0 days 00:00:00.248043,0.5627147961796944,0.07832129301481744,8,4,0.02131556533899085,0.0001249305970663966,0.8357952776980522,COMPLETE
292,0.7677988338192421,2026-08-24 20:56:09.716819,2026-08-24 20:56:10.227561,0 days 00:00:00.510742,0.5445760362599774,0.08110628020982627,8,3,0.7501147918861546,0.00016708208682940013,0.8013176120111458,COMPLETE
293,0.7601166180758017,2026-08-24 20:56:10.227650,2026-08-24 20:56:10.831934,0 days 00:00:00.604284,0.7628331143165508,0.08766476380065043,8,2,0.01429452174335378,0.00012639891892153598,0.83166599948895,COMPLETE
294,0.7609037900874636,2026-08-24 20:56:10.832052,2026-08-24 20:56:11.397285,0 days 00:00:00.565233,0.5708843711141464,0.04726711184499206,8,1,0.02888304658254423,0.00019266761581129198,0.8214412798184016,COMPLETE
295,0.7511516034985422,2026-08-24 20:56:11.397388,2026-08-24 20:56:11.654530,0 days 00:00:00.257142,0.536088034538941,0.1425023049296632,8,3,0.010550728200741802,0.0002654333015018468,0.8413391696554219,COMPLETE
296,0.7661661807580175,2026-08-24 20:56:11.654635,2026-08-24 20:56:12.008774,0 days 00:00:00.354139,0.5532608669492783,0.08315714931317761,8,3,0.01747904366227924,0.00014644151602813594,0.8090901250245399,COMPLETE
297,0.7423177842565598,2026-08-24 20:56:12.008901,2026-08-24 20:56:12.253165,0 days 00:00:00.244264,0.5297099258285226,0.09939971499829586,8,4,0.007080736329579934,8.676748483752371,0.8287321717027808,COMPLETE
298,0.7539358600583089,2026-08-24 20:56:12.253277,2026-08-24 20:56:12.383754,0 days 00:00:00.130477,0.5428711786097179,0.0755887181991946,3,2,0.04947867717560272,0.00010010726921596146,0.8423373817867191,COMPLETE
299,0.7545772594752187,2026-08-24 20:56:12.383856,2026-08-24 20:56:12.710384,0 days 00:00:00.326528,0.5098357994594497,0.05109211572777848,8,2,0.011831249178094125,0.00015654834105490885,0.8178500474956979,COMPLETE
300,0.7641545189504374,2026-08-24 20:56:12.710495,2026-08-24 20:56:13.310394,0 days 00:00:00.599899,0.5572970122085056,0.09339776659611825,8,3,0.008490806753313967,0.0002137824747644505,0.8290005333474668,COMPLETE
301,0.7611078717201167,2026-08-24 20:56:13.310506,2026-08-24 20:56:13.602046,0 days 00:00:00.291540,0.5276767201693521,0.054763014705443425,8,4,0.020808200825606027,0.00012226332228515937,0.8482812167163991,COMPLETE
302,0.7703498542274052,2026-08-24 20:56:13.602163,2026-08-24 20:56:14.218159,0 days 00:00:00.615996,0.5000063275326525,0.07079829943244699,8,3,0.013197915932588795,0.00037420158755446635,0.8395836328626679,COMPLETE
303,0.7603206997084548,2026-08-24 20:56:14.218272,2026-08-24 20:56:14.748489,0 days 00:00:00.530217,0.5148824988200343,0.07358946115145944,8,3,0.015671998745553507,0.00012449003227711931,0.7652484499875357,COMPLETE
304,0.7613848396501459,2026-08-24 20:56:14.748606,2026-08-24 20:56:15.019227,0 days 00:00:00.270621,0.502405327082879,0.0705696295992148,8,4,0.012940587314683036,0.0004087607999692406,0.8399981575886858,COMPLETE
305,0.7656559766763849,2026-08-24 20:56:15.019341,2026-08-24 20:56:15.360511,0 days 00:00:00.341170,0.5015323408646798,0.08144828902032873,8,3,0.44225733895270064,0.0009077726441122047,0.8635202442505406,COMPLETE
306,0.7618221574344023,2026-08-24 20:56:15.360640,2026-08-24 20:56:15.637025,0 days 00:00:00.276385,0.5144049354103564,0.07517782553120556,8,3,0.0042110348826658395,0.00017084286248414328,0.8506348535297334,COMPLETE
307,0.757930029154519,2026-08-24 20:56:15.637140,2026-08-24 20:56:15.936281,0 days 00:00:00.299141,0.5240754859557056,0.0694956407126207,8,3,0.00039801282947999277,0.00014786589375063007,0.8821351433299707,COMPLETE
308,0.7732215743440234,2026-08-24 20:56:15.936388,2026-08-24 20:56:16.249313,0 days 00:00:00.312925,0.533417820119857,0.05732391459869685,8,3,0.9209131820369181,0.00034155101360140044,0.8352311559602967,COMPLETE
309,0.763862973760933,2026-08-24 20:56:16.249422,2026-08-24 20:56:16.566368,0 days 00:00:00.316946,0.5325125909007742,0.05560221347839635,8,4,0.8553927881310758,0.0006536427286132052,0.8366905931938752,COMPLETE
310,0.7636151603498542,2026-08-24 20:56:16.566486,2026-08-24 20:56:16.842701,0 days 00:00:00.276215,0.510857210989389,0.058981767721465905,8,2,0.9333696826271315,0.0004059335511828464,0.8177050107769731,COMPLETE
311,0.7650291545189505,2026-08-24 20:56:16.842820,2026-08-24 20:56:17.141169,0 days 00:00:00.298349,0.520962031692443,0.065909581909019,8,3,0.02425408169114229,0.00029449012014420243,0.8290187346569614,COMPLETE
312,0.7659475218658893,2026-08-24 20:56:17.141260,2026-08-24 20:56:17.417753,0 days 00:00:00.276493,0.5356044463366234,0.06406252399640591,8,3,0.017334626277127372,0.00034878327724633274,0.8082019914521714,COMPLETE
313,0.760131195335277,2026-08-24 20:56:17.417871,2026-08-24 20:56:17.901827,0 days 00:00:00.483956,0.5248814068264956,0.07832099921928312,7,2,1.0756974102120933,0.15059871490151192,0.7926547782307384,COMPLETE
314,0.7570262390670554,2026-08-24 20:56:17.902006,2026-08-24 20:56:18.323424,0 days 00:00:00.421418,0.5407940769855961,0.07030733125940165,8,4,0.014034612687297771,0.00010022857053680044,0.7156486506431522,COMPLETE
315,0.7530466472303208,2026-08-24 20:56:18.323537,2026-08-24 20:56:18.619497,0 days 00:00:00.295960,0.7971142204047501,0.05866836565597247,8,3,0.00595687007305635,0.00012534588198584134,0.8408570018062121,COMPLETE
316,0.7572303206997084,2026-08-24 20:56:18.619606,2026-08-24 20:56:18.886805,0 days 00:00:00.267199,0.5095917200157658,0.08735492921154703,8,2,0.03267541233533416,0.0002236959429329312,0.820010478218764,COMPLETE
317,0.7411807580174927,2026-08-24 20:56:18.886920,2026-08-24 20:56:19.064181,0 days 00:00:00.177261,0.8680690174751489,0.05218049893335261,8,3,0.009649569976317334,0.0001706684273845538,0.8335389345735087,COMPLETE
318,0.7572303206997085,2026-08-24 20:56:19.064305,2026-08-24 20:56:19.354663,0 days 00:00:00.290358,0.5477923197125348,0.07846896667584424,8,4,0.020320877460793446,0.0001213832423216921,0.846903984710663,COMPLETE
319,0.7709912536443149,2026-08-24 20:56:19.354777,2026-08-24 20:56:19.656803,0 days 00:00:00.302026,0.5005410678554058,0.06098810783694238,8,3,0.012822134488431166,0.00014848684847702245,0.8259073499814444,COMPLETE
320,0.7535131195335276,2026-08-24 20:56:19.656916,2026-08-24 20:56:19.940632,0 days 00:00:00.283716,0.5008661241328216,0.06091170447828411,8,2,0.008166318454903185,0.00022294564593684793,0.8132865147291145,COMPLETE
321,0.7703498542274053,2026-08-24 20:56:19.940745,2026-08-24 20:56:20.208271,0 days 00:00:00.267526,0.5119503216775396,0.06346130604127666,8,3,0.011685750342123593,0.33078341342829126,0.8370242905079178,COMPLETE
322,0.7634110787172012,2026-08-24 20:56:20.208399,2026-08-24 20:56:20.460163,0 days 00:00:00.251764,0.5066691650792562,0.06480912767967896,8,3,0.011703847984549615,0.797109170532974,0.8032458438466343,COMPLETE
323,0.7635568513119533,2026-08-24 20:56:20.460259,2026-08-24 20:56:20.769068,0 days 00:00:00.308809,0.5013868790775996,0.06818490968495503,8,2,0.009553175140402437,0.00032822963631374115,0.834530266190542,COMPLETE
324,0.7703935860058309,2026-08-24 20:56:20.769178,2026-08-24 20:56:21.069904,0 days 00:00:00.300726,0.5149143106949353,0.06138756632631926,8,4,0.01338373185601531,0.000489235928559541,0.823801564676086,COMPLETE
325,0.7642711370262391,2026-08-24 20:56:21.070020,2026-08-24 20:56:21.375542,0 days 00:00:00.305522,0.5145880745586622,0.061927337317478064,8,4,0.01393240256169155,0.00044661173229491505,0.8397109850146397,COMPLETE
326,0.76932944606414,2026-08-24 20:56:21.375664,2026-08-24 20:56:21.678758,0 days 00:00:00.303094,0.5142928427137086,0.06027269847067019,8,5,0.011149852550856404,0.06773338535852239,0.8252316418363612,COMPLETE
327,0.7616180758017492,2026-08-24 20:56:21.678870,2026-08-24 20:56:21.984277,0 days 00:00:00.305407,0.5155780423946159,0.05810991509040538,8,4,0.007091308213552964,1.1373133926206402,0.8504328061540738,COMPLETE
328,0.761603498542274,2026-08-24 20:56:21.984396,2026-08-24 20:56:22.282138,0 days 00:00:00.297742,0.5024393996492197,0.05635694256230271,8,5,0.0030719183708764926,0.0004935816809045207,0.7390891917998342,COMPLETE
329,0.7600437317784257,2026-08-24 20:56:22.282251,2026-08-24 20:56:22.540901,0 days 00:00:00.258650,0.5241950535399421,0.06452523380276635,8,3,0.01599149674721426,0.0005798159628541309,0.8094693943258743,COMPLETE
330,0.7666180758017492,2026-08-24 20:56:22.541014,2026-08-24 20:56:22.799556,0 days 00:00:00.258542,0.5006760034628776,0.07087891149975764,8,4,0.0054103382565149445,0.002852788271649,0.8323729224677501,COMPLETE
331,0.7718075801749272,2026-08-24 20:56:22.799663,2026-08-24 20:56:23.078996,0 days 00:00:00.279333,0.5130911817347394,0.05466630483527844,7,3,0.0090067783727868,0.1060002833152296,0.8182980718838129,COMPLETE
332,0.7632361516034986,2026-08-24 20:56:23.079132,2026-08-24 20:56:23.344167,0 days 00:00:00.265035,0.5111574353271576,0.062021970218821235,7,4,0.007985295688311132,0.5932219163803283,0.856595467794572,COMPLETE
333,0.7689650145772594,2026-08-24 20:56:23.344301,2026-08-24 20:56:23.618413,0 days 00:00:00.274112,0.5180819240442593,0.05449629706068768,7,3,0.009636313294123193,0.3235565817964985,0.842145132796902,COMPLETE
334,0.7731195335276968,2026-08-24 20:56:23.618523,2026-08-24 20:56:23.927943,0 days 00:00:00.309420,0.5114305797197058,0.05732579662214511,8,3,0.006643117896661379,0.0003673264950268055,0.8295879420164556,COMPLETE
335,0.7685860058309038,2026-08-24 20:56:23.928063,2026-08-24 20:56:24.217137,0 days 00:00:00.289074,0.5096130974530655,0.05587908018884679,7,3,0.005789228735530647,0.1890850980488789,0.815255414229307,COMPLETE
336,0.7670553935860059,2026-08-24 20:56:24.217254,2026-08-24 20:56:24.468864,0 days 00:00:00.251610,0.5094788401041433,0.05879036922139984,8,4,0.007486490634529748,0.0004125538512368142,0.8251173895014422,COMPLETE
337,0.7595626822157435,2026-08-24 20:56:24.468979,2026-08-24 20:56:24.776662,0 days 00:00:00.307683,0.500713057216423,0.06244837272025812,8,3,0.0043532630686361614,0.033900556849141554,0.7970455781031032,COMPLETE
338,0.7615014577259476,2026-08-24 20:56:24.776782,2026-08-24 20:56:25.028361,0 days 00:00:00.251579,0.518582846103885,0.0570219089661956,8,13,0.008764385804772575,0.0007624913065475762,0.8297883275377181,COMPLETE
339,0.7475218658892129,2026-08-24 20:56:25.028478,2026-08-24 20:56:25.327498,0 days 00:00:00.299020,0.9495350075642237,0.0665415055183075,8,3,0.006430068851598974,0.09173871463633218,0.8436120808639533,COMPLETE
340,0.762740524781341,2026-08-24 20:56:25.327614,2026-08-24 20:56:25.653212,0 days 00:00:00.325598,0.5001702897754053,0.053127252039417025,8,4,0.012279617226307197,0.00034306395317505755,0.8120200317650222,COMPLETE
341,0.7706268221574344,2026-08-24 20:56:25.653327,2026-08-24 20:56:25.965611,0 days 00:00:00.312284,0.5197061729540681,0.06403631679029108,8,3,0.010090597468174669,0.00034631899079484333,0.8357269851588637,COMPLETE
342,0.7644606413994169,2026-08-24 20:56:25.965723,2026-08-24 20:56:26.256709,0 days 00:00:00.290986,0.5236195096219326,0.059342455420629235,8,5,0.005175232955562222,0.0002723526290132115,0.8226083463445951,COMPLETE
343,0.7581486880466473,2026-08-24 20:56:26.256828,2026-08-24 20:56:26.560302,0 days 00:00:00.303474,0.5239682368766261,0.06266173869356413,8,3,0.00927074902706243,0.23084732995388815,0.8041506655861353,COMPLETE
344,0.7584110787172013,2026-08-24 20:56:26.560420,2026-08-24 20:56:26.831093,0 days 00:00:00.270673,0.5291552507436315,0.055219904198452366,7,7,0.00791465414244193,0.0003137557702959292,0.8527258378907625,COMPLETE
345,0.7597376093294461,2026-08-24 20:56:26.831188,2026-08-24 20:56:27.110569,0 days 00:00:00.279381,0.5163518809218441,0.06585780280660322,8,2,0.01063322350774896,0.27683260894163475,0.8316956021192682,COMPLETE
346,0.74533527696793,2026-08-24 20:56:27.110688,2026-08-24 20:56:27.237090,0 days 00:00:00.126402,0.5295026193805513,0.05200667037226685,8,4,0.010699026770686836,1.9287284217234413,0.81657693561624,COMPLETE
347,0.7667784256559766,2026-08-24 20:56:27.237207,2026-08-24 20:56:27.531652,0 days 00:00:00.294445,0.5189266573525765,0.05796454799525212,8,3,0.006352306287693313,0.0005501779280859316,0.8362413319112582,COMPLETE
348,0.7572594752186589,2026-08-24 20:56:27.531771,2026-08-24 20:56:27.821939,0 days 00:00:00.290168,0.5342424547141019,0.06314193511193565,8,2,0.007515736993488852,0.00025323310527408834,0.7833463623762078,COMPLETE
349,0.7696938775510205,2026-08-24 20:56:27.822061,2026-08-24 20:56:28.131823,0 days 00:00:00.309762,0.5112743618847411,0.06681944623237464,8,3,0.01100738113724275,0.0004475053341759589,0.8224115715654451,COMPLETE
350,0.7650000000000001,2026-08-24 20:56:28.131947,2026-08-24 20:56:28.551427,0 days 00:00:00.419480,0.5252162489871516,0.0597028416737851,8,4,0.003951064464787046,0.00027988203622151094,0.8583359285131562,COMPLETE
351,0.7623032069970845,2026-08-24 20:56:28.551532,2026-08-24 20:56:28.842717,0 days 00:00:00.291185,0.5372681075222174,0.05575848214743246,8,3,0.009012757891487365,0.06072294931588797,0.8493323231448282,COMPLETE
352,0.757405247813411,2026-08-24 20:56:28.842819,2026-08-24 20:56:28.968193,0 days 00:00:00.125374,0.5174912014609216,0.06908747554167746,3,2,0.013473576649244237,0.1408513749374194,0.828803335624925,COMPLETE
353,0.7735422740524781,2026-08-24 20:56:28.968291,2026-08-24 20:56:29.445390,0 days 00:00:00.477099,0.5483363664478322,0.050412089589655554,8,3,0.005708815152162139,0.11046644854870277,0.8419082547932168,COMPLETE
354,0.7731778425655977,2026-08-24 20:56:29.445489,2026-08-24 20:56:29.912468,0 days 00:00:00.466979,0.5512614753785519,0.049669601462631004,8,3,0.005372968901476525,0.15781430819418482,0.808157594975374,COMPLETE
355,0.7569533527696792,2026-08-24 20:56:29.912566,2026-08-24 20:56:30.206153,0 days 00:00:00.293587,0.5504726009735182,0.04821967543636419,8,11,0.005548470327763858,0.10821463312028229,0.7940190685044067,COMPLETE
356,0.763396501457726,2026-08-24 20:56:30.206248,2026-08-24 20:56:30.485237,0 days 00:00:00.278989,0.5551452875653837,0.05090331333109029,8,3,0.0036639689991641252,0.13370554070680615,0.8061291404442662,COMPLETE
357,0.7640087463556853,2026-08-24 20:56:30.485356,2026-08-24 20:56:30.771058,0 days 00:00:00.285702,0.5476464256295617,0.04965398231971217,8,2,0.005536188407860769,0.1729804269915388,0.8644760854592178,COMPLETE
358,0.7557288629737611,2026-08-24 20:56:30.771179,2026-08-24 20:56:31.099958,0 days 00:00:00.328779,0.5443602528984323,0.010284068860837426,8,2,0.004508584831380063,0.12426948413620811,0.7758830724073452,COMPLETE
359,0.7672448979591837,2026-08-24 20:56:31.100083,2026-08-24 20:56:31.427732,0 days 00:00:00.327649,0.5544999301638003,0.052801626663977634,8,3,0.003341084074399821,0.00020351642143352883,0.8133761424226706,COMPLETE
360,0.7669533527696792,2026-08-24 20:56:31.427844,2026-08-24 20:56:31.757568,0 days 00:00:00.329724,0.5429081000519246,0.043461486724427414,8,3,0.006496754138764047,0.050984371402843356,0.8464839822203646,COMPLETE
361,0.7599125364431487,2026-08-24 20:56:31.757704,2026-08-24 20:56:31.997913,0 days 00:00:00.240209,0.5682758879833697,0.04659785401380935,8,16,0.0048799233978419265,0.0794991780762973,0.8031418037887429,COMPLETE
362,0.7516909620991253,2026-08-24 20:56:31.998031,2026-08-24 20:56:32.313888,0 days 00:00:00.315857,0.5390342758845099,0.05223883838326897,8,2,1.5740747513047673,0.18543018314061732,0.8412152943509408,COMPLETE
363,0.7480029154518951,2026-08-24 20:56:32.314018,2026-08-24 20:56:32.567294,0 days 00:00:00.253276,0.6645736460825272,0.08177250176454842,8,3,0.006772393348286879,0.1156343399147443,0.8197631171092081,COMPLETE
364,0.7325437317784258,2026-08-24 20:56:32.567413,2026-08-24 20:56:32.706385,0 days 00:00:00.138972,0.7007176818579626,0.2312533910725741,8,3,0.008188544673682852,0.07693505707638125,0.8282147456258261,COMPLETE
365,0.7620991253644316,2026-08-24 20:56:32.706505,2026-08-24 20:56:33.313318,0 days 00:00:00.606813,0.55807611603448,0.05539775313605978,8,2,0.005009735190997401,0.10812189129274563,0.8581560172590792,COMPLETE
366,0.7635568513119535,2026-08-24 20:56:33.313463,2026-08-24 20:56:33.579857,0 days 00:00:00.266394,0.5318447586868337,0.04494121323581934,6,3,0.002828649475147398,0.00017227820923933714,0.8352428492016989,COMPLETE
367,0.7574344023323616,2026-08-24 20:56:33.579969,2026-08-24 20:56:33.781685,0 days 00:00:00.201716,0.5493176311361337,0.08792124151755269,7,20,0.007231660255443793,0.08944452720295237,0.8141445397488957,COMPLETE
368,0.7649125364431487,2026-08-24 20:56:33.781801,2026-08-24 20:56:34.086446,0 days 00:00:00.304645,0.5365305033078602,0.049506511950587466,8,4,0.6845173210562812,0.16533732986452915,0.8501184453579249,COMPLETE
369,0.7571865889212827,2026-08-24 20:56:34.086577,2026-08-24 20:56:34.346763,0 days 00:00:00.260186,0.5287004501642598,0.07440807574744938,8,3,0.002216145303496222,0.00016303001562637245,0.8723578320115505,COMPLETE
370,0.7539504373177843,2026-08-24 20:56:34.346892,2026-08-24 20:56:34.752005,0 days 00:00:00.405113,0.6447395085846066,0.0528167226714697,8,2,0.004018061007015762,0.000195159082720458,0.8430967103730083,COMPLETE
371,0.7531778425655977,2026-08-24 20:56:34.752125,2026-08-24 20:56:35.138687,0 days 00:00:00.386562,0.7803488021126702,0.08396539381838768,8,3,0.006195562488644169,0.23755609779871,0.8311613884225895,COMPLETE
372,0.7679446064139942,2026-08-24 20:56:35.138816,2026-08-24 20:56:35.439455,0 days 00:00:00.300639,0.5630415959564663,0.05836943855575537,8,4,0.009267006693247572,0.00014754022617205595,0.7930502250706648,COMPLETE
373,0.7690524781341108,2026-08-24 20:56:35.439571,2026-08-24 20:56:35.937257,0 days 00:00:00.497686,0.5438599735222496,0.0562992980221014,8,3,0.016509252268796605,0.00010012206936256448,0.8109742455659668,COMPLETE
374,0.7583527696793002,2026-08-24 20:56:35.937386,2026-08-24 20:56:36.277133,0 days 00:00:00.339747,0.5306429576832976,0.041184987176634776,8,2,0.00898601612923847,0.0002476737818627008,0.8213843802455957,COMPLETE
375,0.7607434402332363,2026-08-24 20:56:36.277247,2026-08-24 20:56:36.533466,0 days 00:00:00.256219,0.550698059648933,0.07237135977262356,8,3,0.006787240411754445,0.00014932077730785926,0.8427341432474131,COMPLETE
376,0.7678862973760933,2026-08-24 20:56:36.533586,2026-08-24 20:56:36.837813,0 days 00:00:00.304227,0.5773022080770178,0.0910869806792769,8,1,0.00027968302775487893,0.043949168426111546,0.832563228665902,COMPLETE
377,0.7684985422740523,2026-08-24 20:56:36.837932,2026-08-24 20:56:37.149521,0 days 00:00:00.311589,0.5247546590537964,0.05045019205309675,8,3,0.011229608721471109,0.00011547113943553305,0.8546367281635427,COMPLETE
378,0.7589067055393587,2026-08-24 20:56:37.149656,2026-08-24 20:56:37.430988,0 days 00:00:00.281332,0.5369910670544644,0.06736465741512407,8,4,1.0306402128272119,0.00018304506884896863,0.803421474254134,COMPLETE
379,0.7611953352769679,2026-08-24 20:56:37.431116,2026-08-24 20:56:37.710899,0 days 00:00:00.279783,0.5612521554133186,0.07789198309473618,8,10,0.000662351395828033,0.00023051876124839915,0.819924724552459,COMPLETE
380,0.7593586005830903,2026-08-24 20:56:37.711044,2026-08-24 20:56:37.993454,0 days 00:00:00.282410,0.541986848127138,0.04705560688033157,8,2,0.017398467432883685,0.00012182586510009426,0.8278984878013631,COMPLETE
381,0.7651166180758018,2026-08-24 20:56:37.993591,2026-08-24 20:56:38.299109,0 days 00:00:00.305518,0.5224589970117378,0.0541010715406421,8,3,0.0082890049406542,0.4119241895254759,0.8650950968195066,COMPLETE
382,0.7486661807580174,2026-08-24 20:56:38.299227,2026-08-24 20:56:38.414598,0 days 00:00:00.115371,0.5541814837670224,0.061150091681165135,2,2,0.012836859437649107,0.00033946144959382364,0.8386108962583493,COMPLETE
383,0.7556559766763848,2026-08-24 20:56:38.414720,2026-08-24 20:56:38.673414,0 days 00:00:00.258694,0.594657334014935,0.08205073806272659,8,3,0.005311046412475883,0.00014867194125143821,0.8484383489137881,COMPLETE
384,0.7593148688046647,2026-08-24 20:56:38.673544,2026-08-24 20:56:38.944105,0 days 00:00:00.270561,0.5332848383962491,0.0745000209128935,4,4,0.009468722709860981,0.00019013503837844492,0.8133107084850063,COMPLETE
385,0.7508746355685132,2026-08-24 20:56:38.944224,2026-08-24 20:56:39.202780,0 days 00:00:00.258556,0.9042521968756339,0.06840638896272097,8,3,0.025929744119428503,0.00012025055491730154,0.8284531867731452,COMPLETE
386,0.7620408163265306,2026-08-24 20:56:39.202905,2026-08-24 20:56:39.542715,0 days 00:00:00.339810,0.5440003356479824,0.0584319833847622,7,3,0.5711385154712957,0.0001005086028396184,0.5604291611044535,COMPLETE
387,0.7667492711370263,2026-08-24 20:56:39.542833,2026-08-24 20:56:39.804917,0 days 00:00:00.262084,0.5254717846264592,0.06410698123863857,8,4,0.015774556834325684,0.00025492569589209165,0.8379298139352385,COMPLETE
388,0.7651020408163265,2026-08-24 20:56:39.805045,2026-08-24 20:56:40.105067,0 days 00:00:00.300022,0.5368687267437687,0.07179821762877678,8,2,0.010375151318197232,0.006613118994271701,0.8007110816619996,COMPLETE
