number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
54,0.7451020408163267,2026-08-24 20:54:55.134036,2026-08-24 20:54:55.356151,0 days 00:00:00.222115,0.9970987946146201,0.06374976619661063,6,6,0.2103912402748703,0.31152148887305053,0.7587789562070723,COMPLETE
55,0.7562244897959184,2026-08-24 20:54:55.356216,2026-08-24 20:54:55.537046,0 days 00:00:00.180830,0.5214600227014768,0.08184401482389503,4,11,0.05789840686484239,0.8098649360337273,0.845397317881854,COMPLETE
56,0.7578862973760934,2026-08-24 20:54:55.537125,2026-08-24 20:54:55.795011,0 days 00:00:00.257886,0.5509960569778699,0.021416729398732556,7,9,0.013401433653379553,0.10376419607663874,0.7329878040227603,COMPLETE
57,0.74067055393586,2026-08-24 20:54:55.795075,2026-08-24 20:54:55.989294,0 days 00:00:00.194219,0.6129993134418343,0.23189088872381258,8,6,0.5559397252743702,0.8987784652875117,0.6926570680533426,COMPLETE
58,0.7577696793002916,2026-08-24 20:54:55.989357,2026-08-24 20:54:56.204323,0 days 00:00:00.214966,0.5800047599864983,0.0414904405478236,6,12,0.010305516569009585,0.05637561802800775,0.8035242123917344,COMPLETE
59,0.7555247813411079,2026-08-24 20:54:56.204385,2026-08-24 20:54:56.544118,0 days 00:00:00.339733,0.5476716071070389,0.029081780684039236,5,7,0.022237103910976247,3.2832572592287192,0.5940628175743564,COMPLETE
60,0.7516472303206997,2026-08-24 20:54:56.544182,2026-08-24 20:54:57.019438,0 days 00:00:00.475256,0.9216365873811325,0.05359937732638227,8,9,0.15403099735941553,0.002598701752441006,0.7648146699297499,COMPLETE
61,0.7567711370262391,2026-08-24 20:54:57.019501,2026-08-24 20:54:57.247345,0 days 00:00:00.227844,0.5096457633108955,0.024555686134039356,6,10,2.921617205127355,0.5766325183269443,0.8737975462401575,COMPLETE
62,0.758338192419825,2026-08-24 20:54:57.247409,2026-08-24 20:54:57.475701,0 days 00:00:00.228292,0.5182633396413479,0.0281596400236941,6,10,0.5628489768098099,0.43642466084851017,0.9121107664213615,COMPLETE
63,0.7508163265306123,2026-08-24 20:54:57.475764,2026-08-24 20:54:57.706843,0 days 00:00:00.231079,0.5253945671850632,0.03640303975398407,6,18,0.3597135132761329,0.2088995681255458,0.887695801985116,COMPLETE
64,0.7574562682215744,2026-08-24 20:54:57.706909,2026-08-24 20:54:57.935980,0 days 00:00:00.229071,0.5599189120114075,0.022520246370192502,7,13,1.4952398882639883,0.13822387189572471,0.9489509362324846,COMPLETE
65,0.7525072886297375,2026-08-24 20:54:57.936042,2026-08-24 20:54:58.121929,0 days 00:00:00.185887,0.6358460477166584,0.017699250752118447,5,11,0.003835717794868273,0.943229434229484,0.785145646397873,COMPLETE
66,0.7505685131195337,2026-08-24 20:54:58.121994,2026-08-24 20:54:58.306340,0 days 00:00:00.184346,0.5386127420791592,0.04336026701741475,5,7,0.30796665210800694,2.621280562618537,0.8585700348580348,COMPLETE
67,0.7588775510204081,2026-08-24 20:54:58.306403,2026-08-24 20:54:58.744781,0 days 00:00:00.438378,0.7424458957849316,0.06822317404912587,7,8,0.08682951802065507,6.207377994744257,0.7403263020054255,COMPLETE
68,0.7642565597667638,2026-08-24 20:54:58.744845,2026-08-24 20:54:58.983290,0 days 00:00:00.238445,0.5009095895399837,0.057292712909495926,6,4,0.5898955073733713,0.02036732317233389,0.839860779929589,COMPLETE
69,0.7608600583090379,2026-08-24 20:54:58.983355,2026-08-24 20:54:59.155345,0 days 00:00:00.171990,0.5023182662053843,0.05689249047799163,2,4,0.05192073208795026,0.024656969277019585,0.8120315928802923,COMPLETE
70,0.7603935860058308,2026-08-24 20:54:59.155410,2026-08-24 20:54:59.401431,0 days 00:00:00.246021,0.5936793391241422,0.14370880585801704,5,3,0.025618575132552182,0.01128880417168104,0.8364541239035774,COMPLETE
71,0.7538192419825074,2026-08-24 20:54:59.401496,2026-08-24 20:54:59.523982,0 days 00:00:00.122486,0.5025781477570667,0.05014574743956722,2,4,0.05620458066676406,0.019107392846686267,0.8217088772922748,COMPLETE
72,0.7560714285714285,2026-08-24 20:54:59.524045,2026-08-24 20:54:59.698283,0 days 00:00:00.174238,0.5414271202361164,0.056711362748291035,2,4,0.011025863614197731,0.02872118469436153,0.8068250148001701,COMPLETE
73,0.7562026239067057,2026-08-24 20:54:59.698350,2026-08-24 20:54:59.896820,0 days 00:00:00.198470,0.5705132126853044,0.046388196059765525,3,2,0.16344186399839364,0.0051817549945105314,0.9841040815102478,COMPLETE
74,0.7514723032069971,2026-08-24 20:54:59.896883,2026-08-24 20:55:00.022558,0 days 00:00:00.125675,0.5154582200865045,0.08675653811394228,3,5,0.029735729706960146,0.0397787725207119,0.7714093270900597,COMPLETE
75,0.7555393586005832,2026-08-24 20:55:00.022621,2026-08-24 20:55:00.262179,0 days 00:00:00.239558,0.5334883857808571,0.10536798754917856,8,3,0.016640272004383432,0.018931025030414644,0.7932294536309883,COMPLETE
76,0.7556997084548105,2026-08-24 20:55:00.262244,2026-08-24 20:55:00.457318,0 days 00:00:00.195074,0.5574691528134793,0.07274763742093053,6,4,0.044030125549578226,0.01100791487660317,0.8428458906482872,COMPLETE
77,0.7591836734693878,2026-08-24 20:55:00.457383,2026-08-24 20:55:00.773611,0 days 00:00:00.316228,0.5226582293385654,0.06005748688391898,7,6,0.0027172344253137376,0.06620804311080272,0.9242688021301261,COMPLETE
78,0.7647667638483965,2026-08-24 20:55:00.773679,2026-08-24 20:55:01.093661,0 days 00:00:00.319982,0.5003996464536615,0.038875787034304186,8,1,0.06771540039559083,0.022154796689056618,0.894225120418674,COMPLETE
79,0.7591690962099126,2026-08-24 20:55:01.093727,2026-08-24 20:55:01.307007,0 days 00:00:00.213280,0.5705347040930607,0.19033545346882483,8,2,0.07569620171924211,0.005262525687053397,0.8922240324699385,COMPLETE
80,0.7544314868804665,2026-08-24 20:55:01.307069,2026-08-24 20:55:01.609034,0 days 00:00:00.301965,0.6099327556216978,0.03722377042739604,8,1,1.5157216900196862,0.013339181088197196,0.9073150799767886,COMPLETE
81,0.7616326530612245,2026-08-24 20:55:01.609108,2026-08-24 20:55:01.930178,0 days 00:00:00.321070,0.503654291623473,0.0443410999677965,8,2,0.07521042822350142,0.0261346039196088,0.8210971714118656,COMPLETE
82,0.7607580174927113,2026-08-24 20:55:01.930245,2026-08-24 20:55:02.256715,0 days 00:00:00.326470,0.5431630117904742,0.040070470882335826,8,1,0.2657268748487546,0.0421172740428346,0.8765730763075467,COMPLETE
83,0.7600000000000001,2026-08-24 20:55:02.256781,2026-08-24 20:55:02.646346,0 days 00:00:00.389565,0.5101053360417708,0.04407159026896026,8,2,0.0046658732237138895,0.0028446772119652777,0.9398109328861516,COMPLETE
84,0.7642128279883382,2026-08-24 20:55:02.646410,2026-08-24 20:55:02.927405,0 days 00:00:00.280995,0.5288803039057551,0.034316983588857125,8,3,0.11423745271218871,0.001498552484043501,0.848532307272642,COMPLETE
85,0.7588921282798835,2026-08-24 20:55:02.927474,2026-08-24 20:55:03.327068,0 days 00:00:00.399594,0.5285421533233416,0.029930485570650884,8,2,0.11608257453586619,0.0004497958794002802,0.8473318927112939,COMPLETE
86,0.7599562682215744,2026-08-24 20:55:03.327134,2026-08-24 20:55:03.627459,0 days 00:00:00.300325,0.512215936543758,0.033352093088802416,8,3,0.07262402568917362,0.0017405520909051612,0.861899761966886,COMPLETE
87,0.7622157434402332,2026-08-24 20:55:03.627528,2026-08-24 20:55:03.939841,0 days 00:00:00.312313,0.5545852216823497,0.034803300687924144,8,1,0.1908892430016274,0.0002260614526540183,0.8234428891346094,COMPLETE
88,0.7597886297376093,2026-08-24 20:55:03.939909,2026-08-24 20:55:04.206487,0 days 00:00:00.266578,0.5881259831811017,0.026782389095531944,8,1,0.16645011863346498,0.00014529176071338164,0.7064025123573499,COMPLETE
89,0.7518221574344024,2026-08-24 20:55:04.206553,2026-08-24 20:55:04.525058,0 days 00:00:00.318505,0.5559593476845013,0.03598782101124737,8,1,0.11929552152748456,0.0008308233140919034,0.7777668574612409,COMPLETE
90,0.7574489795918368,2026-08-24 20:55:04.525123,2026-08-24 20:55:04.776523,0 days 00:00:00.251400,0.5718432518634872,0.03233838420765905,7,5,0.8404085957289552,0.00030402639666798193,0.7998804613271069,COMPLETE
91,0.7634548104956269,2026-08-24 20:55:04.776593,2026-08-24 20:55:05.077698,0 days 00:00:00.301105,0.532456983064412,0.04958189616107562,8,2,0.23270800411713508,0.00019642919111030485,0.833260591009115,COMPLETE
92,0.7633819241982507,2026-08-24 20:55:05.077763,2026-08-24 20:55:05.378352,0 days 00:00:00.300589,0.5364948925194443,0.04023841912455057,8,3,0.4394331063325053,0.00019945324982381505,0.8315683987641658,COMPLETE
93,0.7624781341107872,2026-08-24 20:55:05.378418,2026-08-24 20:55:05.674466,0 days 00:00:00.296048,0.5356882738698064,0.050605454953980236,8,3,0.3892339587550073,0.00017593590359207053,0.8367224525210781,COMPLETE
94,0.7702040816326531,2026-08-24 20:55:05.674532,2026-08-24 20:55:05.970749,0 days 00:00:00.296217,0.5260457420048207,0.05018873966986882,8,3,0.45958990672763833,0.00011517610676222888,0.8479535078252696,COMPLETE
95,0.7708600583090379,2026-08-24 20:55:05.970815,2026-08-24 20:55:06.278674,0 days 00:00:00.307859,0.5370247087629659,0.04865317592449445,8,3,0.45470065609114557,0.00011317814679247683,0.8485622514356259,COMPLETE
96,0.7638629737609328,2026-08-24 20:55:06.278740,2026-08-24 20:55:06.548823,0 days 00:00:00.270083,0.5421072283006713,0.062854783845022,8,3,2.1414926870991384,0.00010034062682127993,0.8799850771180938,COMPLETE
97,0.7477915451895045,2026-08-24 20:55:06.548888,2026-08-24 20:55:06.795867,0 days 00:00:00.246979,0.8090437355645552,0.06384026540492899,8,4,2.2008235661181588,0.00011428747550378476,0.8969542745801607,COMPLETE
98,0.755932944606414,2026-08-24 20:55:06.795931,2026-08-24 20:55:07.094836,0 days 00:00:00.298905,0.5497303693983426,0.04924182867635305,8,3,0.6978711541026381,0.00034656821634698157,0.8643144589525654,COMPLETE
99,0.7612973760932945,2026-08-24 20:55:07.094903,2026-08-24 20:55:07.373799,0 days 00:00:00.278896,0.5785956801194574,0.05336224238046146,8,2,1.1747305840939086,0.0001412131961963372,0.8783923550279986,COMPLETE
100,0.7517492711370263,2026-08-24 20:55:07.373865,2026-08-24 20:55:07.690307,0 days 00:00:00.316442,0.5253946933582868,0.07263528936792193,8,2,0.25949947297125664,0.00010094927015093538,0.8506570974455633,COMPLETE
101,0.7700874635568515,2026-08-24 20:55:07.690375,2026-08-24 20:55:07.987447,0 days 00:00:00.297072,0.5421002583447259,0.04687687936917173,8,3,0.4115356216841721,0.00020589591891756863,0.8672082904788022,COMPLETE
102,0.7428206997084549,2026-08-24 20:55:07.987516,2026-08-24 20:55:08.247734,0 days 00:00:00.260218,0.5670492905323621,0.04726830113076667,8,3,5.850267243103572,0.0004544768106994212,0.8830715031656051,COMPLETE
103,0.7659183673469387,2026-08-24 20:55:08.247805,2026-08-24 20:55:08.541301,0 days 00:00:00.293496,0.5411588974548214,0.06595567639544733,8,4,0.7136437164796962,0.00028170564825750745,0.8946634951631205,COMPLETE
104,0.7450291545189505,2026-08-24 20:55:08.541368,2026-08-24 20:55:08.825456,0 days 00:00:00.284088,0.5432515430711958,0.057720126897412335,8,5,4.571072007309766,0.0006639520148189369,0.9234017301453378,COMPLETE
105,0.7612973760932944,2026-08-24 20:55:08.825523,2026-08-24 20:55:09.099382,0 days 00:00:00.273859,0.5992047007954443,0.06485156566401967,8,4,1.7330282557166132,0.0001309954256931287,0.9026592526928415,COMPLETE
106,0.7477696793002917,2026-08-24 20:55:09.099449,2026-08-24 20:55:09.513955,0 days 00:00:00.414506,0.5226073137514872,0.11395838120840764,8,4,7.803686653263055,0.0002905518420570503,0.8669231703564649,COMPLETE
107,0.7646355685131195,2026-08-24 20:55:09.514023,2026-08-24 20:55:09.770733,0 days 00:00:00.256710,0.5607520426844604,0.06853692952103199,7,5,0.6559018174638629,0.0002509118001113033,0.8849592634637781,COMPLETE
108,0.754868804664723,2026-08-24 20:55:09.770801,2026-08-24 20:55:10.228931,0 days 00:00:00.458130,0.6430717001640283,0.042946411554707936,7,5,0.6580620856886737,0.0008594233996713134,0.8929799488151308,COMPLETE
109,0.757463556851312,2026-08-24 20:55:10.228999,2026-08-24 20:55:10.506171,0 days 00:00:00.277172,0.5836778856618781,0.05270020525963198,7,6,0.4759238125596352,0.00037480767897238093,0.9188714006768315,COMPLETE
110,0.7638338192419826,2026-08-24 20:55:10.506238,2026-08-24 20:55:10.719485,0 days 00:00:00.213247,0.558021783912872,0.0667905503278226,7,5,0.6391846853531237,0.000580536248150366,0.9018250136071156,COMPLETE
111,0.7633819241982507,2026-08-24 20:55:10.719551,2026-08-24 20:55:10.993225,0 days 00:00:00.273674,0.5478003889666538,0.07885263075453268,8,3,1.0758959604404525,0.0002530375095405274,0.8846313528892897,COMPLETE
112,0.7632215743440234,2026-08-24 20:55:10.993294,2026-08-24 20:55:11.285290,0 days 00:00:00.291996,0.5101223597409769,0.05974350342056637,8,4,0.7672532808260407,0.0001714025360550182,0.8558321944271092,COMPLETE
113,0.7509912536443148,2026-08-24 20:55:11.285359,2026-08-24 20:55:11.522613,0 days 00:00:00.237254,0.6729214241519366,0.03790438846936265,8,4,2.5453853799570445,0.0001281972827588781,0.8736235052178368,COMPLETE
114,0.7630830903790086,2026-08-24 20:55:11.522688,2026-08-24 20:55:11.795106,0 days 00:00:00.272418,0.5623104253033395,0.05535054598715955,8,3,1.081511513083951,0.00010112602244604801,0.8481469200528376,COMPLETE
115,0.7564431486880465,2026-08-24 20:55:11.795179,2026-08-24 20:55:12.151360,0 days 00:00:00.356181,0.5397550216825968,0.08927170757134777,8,4,0.29553051412526654,0.0002363600553689852,0.9109973242776508,COMPLETE
116,0.7587026239067056,2026-08-24 20:55:12.151430,2026-08-24 20:55:12.412288,0 days 00:00:00.260858,0.5235124935818847,0.04589556788608494,7,5,1.987123172770281,0.00037688498610996904,0.6506474177427815,COMPLETE
117,0.767798833819242,2026-08-24 20:55:12.412356,2026-08-24 20:55:12.684811,0 days 00:00:00.272455,0.530245200017839,0.07082969726601127,8,3,1.3021849777342722,0.0001596736572549166,0.9572910980969138,COMPLETE
118,0.7593002915451895,2026-08-24 20:55:12.684881,2026-08-24 20:55:12.950305,0 days 00:00:00.265424,0.5768468688216994,0.07457677483314623,8,6,1.2076164848551085,0.00016791520290426645,0.9981346111725191,COMPLETE
119,0.7582653061224489,2026-08-24 20:55:12.950384,2026-08-24 20:55:13.238443,0 days 00:00:00.288059,0.5007201572237845,0.1684172169079089,7,2,0.8856387728009734,0.00027805537774522587,0.6314594521486525,COMPLETE
120,0.7601166180758018,2026-08-24 20:55:13.238526,2026-08-24 20:55:13.575113,0 days 00:00:00.336587,0.8677894521128848,0.08192046677567168,5,1,0.42635946876394254,0.0012660806393273891,0.9399735918058048,COMPLETE
121,0.7594314868804666,2026-08-24 20:55:13.575188,2026-08-24 20:55:13.847363,0 days 00:00:00.272175,0.5318372558090808,0.06962947517222812,8,3,1.4161909106195578,0.0001974737525394791,0.9479225089613308,COMPLETE
122,0.7525655976676384,2026-08-24 20:55:13.847432,2026-08-24 20:55:14.117807,0 days 00:00:00.270375,0.5496242079963956,0.06217945631796319,8,4,3.359455228066346,0.00014153547544113444,0.6663066403758704,COMPLETE
123,0.7607142857142857,2026-08-24 20:55:14.117878,2026-08-24 20:55:14.395264,0 days 00:00:00.277386,0.518537703007187,0.05782885603985795,8,3,0.3754840331827817,0.020927467480502185,0.9765814372885774,COMPLETE
124,0.7609037900874637,2026-08-24 20:55:14.395334,2026-08-24 20:55:14.687307,0 days 00:00:00.291973,0.6188066209479166,0.05165817232201148,8,5,0.008820186783548694,0.0004397440410982093,0.8673988850405162,COMPLETE
125,0.7518804664723032,2026-08-24 20:55:14.687375,2026-08-24 20:55:14.988507,0 days 00:00:00.301132,0.566753745403341,0.2584027956631747,8,2,0.5307605490227206,0.0006501759329134264,0.8856416221006191,COMPLETE
126,0.7650145772594752,2026-08-24 20:55:14.988576,2026-08-24 20:55:15.274588,0 days 00:00:00.286012,0.5393664622067215,0.06941013922912519,8,3,0.8231844830593713,0.00021732416499083856,0.9539261279291738,COMPLETE
127,0.7569679300291545,2026-08-24 20:55:15.274660,2026-08-24 20:55:15.528722,0 days 00:00:00.254062,0.5159341464145585,0.06973811208856727,8,1,0.8363628504506284,0.009720888257249637,0.9339884046068136,COMPLETE
128,0.7587900874635569,2026-08-24 20:55:15.528795,2026-08-24 20:55:15.750833,0 days 00:00:00.222038,0.5274930523362644,0.046576097764242014,5,4,0.019410452519645113,0.0145926419582721,0.9583182032712357,COMPLETE
129,0.7631632653061224,2026-08-24 20:55:15.750906,2026-08-24 20:55:16.051421,0 days 00:00:00.300515,0.5097221449546788,0.04292160479945536,8,3,0.33969882986004457,0.00022534821043711478,0.9520389766876406,COMPLETE
130,0.7575801749271137,2026-08-24 20:55:16.051491,2026-08-24 20:55:16.269808,0 days 00:00:00.218317,0.5903678240708682,0.0552156092502266,7,15,0.032395927759539755,0.0015726947081168435,0.8574615806886665,COMPLETE
131,0.7708163265306123,2026-08-24 20:55:16.269878,2026-08-24 20:55:16.555468,0 days 00:00:00.285590,0.5398677305481113,0.06349799077966502,8,3,0.5668512602670329,0.0001164959488176132,0.8422922719113921,COMPLETE
132,0.7641107871720116,2026-08-24 20:55:16.555539,2026-08-24 20:55:16.868277,0 days 00:00:00.312738,0.5552717556760866,0.06781769556669984,8,4,0.6161434480635017,0.00017202718100661586,0.8431652679211871,COMPLETE
133,0.7616909620991253,2026-08-24 20:55:16.868344,2026-08-24 20:55:17.158834,0 days 00:00:00.290490,0.5363869093948633,0.08315803164234672,8,2,0.4919501562153793,0.0003318800963271029,0.9707395734350357,COMPLETE
134,0.7712536443148688,2026-08-24 20:55:17.158904,2026-08-24 20:55:17.433071,0 days 00:00:00.274167,0.5284333276789802,0.06025917462659235,8,3,0.013326211510884653,0.00012196823327465955,0.8214573995698241,COMPLETE
135,0.7681049562682216,2026-08-24 20:55:17.433142,2026-08-24 20:55:17.746375,0 days 00:00:00.313233,0.5475192920717018,0.07666371493010675,8,2,1.3436190541425708,0.00012960018288375868,0.8176364680220897,COMPLETE
136,0.7684402332361515,2026-08-24 20:55:17.746445,2026-08-24 20:55:18.261385,0 days 00:00:00.514940,0.5487558019484896,0.07588994005092897,8,2,0.013983669162517256,0.00012789124657388846,0.8189369841072495,COMPLETE
137,0.7679446064139943,2026-08-24 20:55:18.261457,2026-08-24 20:55:18.738318,0 days 00:00:00.476861,0.5478666792696458,0.09838596142931669,8,2,0.005648638920568668,0.0001305301750092592,0.8152592947491101,COMPLETE
138,0.7551020408163266,2026-08-24 20:55:18.738390,2026-08-24 20:55:18.977901,0 days 00:00:00.239511,0.721349382597509,0.09329832882110967,8,2,0.004771845744578319,0.00012033586002034383,0.8155571879318644,COMPLETE
139,0.7457871720116618,2026-08-24 20:55:18.977975,2026-08-24 20:55:19.274566,0 days 00:00:00.296591,0.5459270704369956,0.10603063567725125,8,1,0.012507100038247057,0.00014570372655857842,0.7972499620691784,COMPLETE
140,0.770262390670554,2026-08-24 20:55:19.274634,2026-08-24 20:55:19.567017,0 days 00:00:00.292383,0.5373568360228808,0.07608190317577473,8,2,0.01408678689130299,0.00020085165776051705,0.8230586390828138,COMPLETE
141,0.7707871720116618,2026-08-24 20:55:19.567088,2026-08-24 20:55:19.993390,0 days 00:00:00.426302,0.5359731899782744,0.07642764733466284,8,2,0.015533699241210336,0.00018389797741683416,0.8276295494179449,COMPLETE
142,0.7631778425655976,2026-08-24 20:55:19.993461,2026-08-24 20:55:20.266733,0 days 00:00:00.273272,0.5513852061029056,0.07679878305938025,8,2,0.006803246917082192,0.0001633431924197562,0.8237232684865754,COMPLETE
143,0.7620991253644316,2026-08-24 20:55:20.266801,2026-08-24 20:55:20.542307,0 days 00:00:00.275506,0.5394280837630026,0.093771799625273,8,2,0.009566887750599313,0.0002114520873899085,0.8083515485377869,COMPLETE
144,0.7799125364431486,2026-08-24 20:55:20.542377,2026-08-24 20:55:20.886293,0 days 00:00:00.343916,0.5651600310142777,0.08449079660848761,8,3,0.012937374993977086,0.0001198187972881247,0.825039768640443,COMPLETE
145,0.7729883381924199,2026-08-24 20:55:20.886367,2026-08-24 20:55:21.163536,0 days 00:00:00.277169,0.5645281291626059,0.08722378488857246,8,3,0.014909386565200643,0.00011550267561447785,0.8266787127352195,COMPLETE
146,0.7608746355685132,2026-08-24 20:55:21.163614,2026-08-24 20:55:21.459388,0 days 00:00:00.295774,0.5655120729332458,0.10182647571491557,8,2,0.01449475194875498,0.00011521392946541252,0.8275839674674569,COMPLETE
147,0.7652332361516037,2026-08-24 20:55:21.459457,2026-08-24 20:55:21.719119,0 days 00:00:00.259662,0.5752431014821364,0.07701283282679673,8,3,0.014571717835461271,0.00013364818494698122,0.8163162425954517,COMPLETE
148,0.7549125364431486,2026-08-24 20:55:21.719190,2026-08-24 20:55:22.134297,0 days 00:00:00.415107,0.5279789432908553,0.09529580169113402,8,2,0.005156331100037681,0.00015927388663513963,0.7850768883747721,COMPLETE
149,0.7591399416909621,2026-08-24 20:55:22.134366,2026-08-24 20:55:22.403775,0 days 00:00:00.269409,0.5551314953629287,0.08604043883733747,8,1,0.020221135912756618,0.00010812395035561097,0.805510471259626,COMPLETE
150,0.7752769679300292,2026-08-24 20:55:22.403867,2026-08-24 20:55:22.836567,0 days 00:00:00.432700,0.5470292529665245,0.07863893387973063,8,3,0.012483211055524024,0.0001329677857294941,0.8356570840859128,COMPLETE
151,0.7716909620991254,2026-08-24 20:55:22.836652,2026-08-24 20:55:23.253685,0 days 00:00:00.417033,0.5424247434317472,0.08139196421581472,8,3,0.010400732213661558,0.00012917564030163992,0.8353055790137471,COMPLETE
152,0.7651895043731779,2026-08-24 20:55:23.253759,2026-08-24 20:55:23.595946,0 days 00:00:00.342187,0.563949412506547,0.08763137973615745,8,3,0.011133097946057978,0.00012731154868333636,0.8390086154685676,COMPLETE
153,0.7511661807580174,2026-08-24 20:55:23.596015,2026-08-24 20:55:23.875616,0 days 00:00:00.279601,0.5494094220509751,0.10974761564434256,8,2,0.008438941429253808,0.00010132093058359698,0.823586757507561,COMPLETE
154,0.7614868804664723,2026-08-24 20:55:23.875688,2026-08-24 20:55:24.199740,0 days 00:00:00.324052,0.5207641598076918,0.0804085498739127,8,3,0.02722138357687913,0.00018000334598022814,0.7922593591260777,COMPLETE
155,0.7639795918367347,2026-08-24 20:55:24.199828,2026-08-24 20:55:24.634691,0 days 00:00:00.434863,0.5366005625082743,0.0742825913999767,8,2,0.0030926063923169427,0.00015118748056319132,0.8332012017418491,COMPLETE
156,0.7683381924198252,2026-08-24 20:55:24.634763,2026-08-24 20:55:24.885142,0 days 00:00:00.250379,0.5740944166514891,0.08616026679394173,8,3,0.01648096074170987,0.00012391503653636104,0.8148861088038136,COMPLETE
157,0.7512827988338191,2026-08-24 20:55:24.885217,2026-08-24 20:55:25.079274,0 days 00:00:00.194057,0.584775238074668,0.11949111106387011,8,3,0.015988638933916357,0.00012802101773175606,0.8139323695394922,COMPLETE
158,0.7619679300291545,2026-08-24 20:55:25.079344,2026-08-24 20:55:25.336387,0 days 00:00:00.257043,0.5572490722154015,0.10063614841841682,8,3,0.011461422640852415,0.00018881949934989337,0.8019623982176052,COMPLETE
159,0.7645626822157435,2026-08-24 20:55:25.336459,2026-08-24 20:55:25.559628,0 days 00:00:00.223169,0.5718366517298807,0.08524134046004994,8,3,0.02366980014192814,0.00010288925356600147,0.8303407340805374,COMPLETE
160,0.7616180758017492,2026-08-24 20:55:25.559703,2026-08-24 20:55:25.806968,0 days 00:00:00.247265,0.5308722274983885,0.09056266074705764,8,2,0.01789911102575985,0.00015998999850648033,0.8421843700523922,COMPLETE
161,0.7734548104956268,2026-08-24 20:55:25.807038,2026-08-24 20:55:26.114151,0 days 00:00:00.307113,0.5475718542976354,0.07818887878532081,8,1,0.006358998243090764,0.00013296891917665156,0.8208060572606398,COMPLETE
162,0.7623760932944607,2026-08-24 20:55:26.114224,2026-08-24 20:55:26.406045,0 days 00:00:00.291821,0.5492916811644598,0.08046146778309043,8,2,0.006383888474978938,0.00013032876342549977,0.8194507982247773,COMPLETE
163,0.7692419825072886,2026-08-24 20:55:26.406116,2026-08-24 20:55:27.048391,0 days 00:00:00.642275,0.5447441197106431,0.07507701839869378,8,1,0.00924367517018375,0.00020224348022275583,0.8137186365175144,COMPLETE
164,0.7640524781341108,2026-08-24 20:55:27.048463,2026-08-24 20:55:27.374076,0 days 00:00:00.325613,0.563790822951096,0.07898204606001012,8,1,0.008194742369562608,0.00022644228376799357,0.8543606313783577,COMPLETE
165,0.7623032069970845,2026-08-24 20:55:27.374149,2026-08-24 20:55:27.683072,0 days 00:00:00.308923,0.5446516918321651,0.07510693528455206,8,1,0.01294302631567822,0.00019799213295560505,0.8120430965703131,COMPLETE
166,0.7698396501457726,2026-08-24 20:55:27.683145,2026-08-24 20:55:28.217768,0 days 00:00:00.534623,0.5792851005906708,0.09857260390977528,8,1,0.010779010027700283,0.0002875053498182757,0.8275196608806257,COMPLETE
167,0.7590087463556852,2026-08-24 20:55:28.217842,2026-08-24 20:55:28.513616,0 days 00:00:00.295774,0.5832975609170656,0.08652246400229142,8,1,0.010401661130457476,0.0002856047084210567,0.8292696083028466,COMPLETE
168,0.7364285714285714,2026-08-24 20:55:28.513688,2026-08-24 20:55:28.644831,0 days 00:00:00.131143,0.6005920730259967,0.09174187396224648,8,1,0.019004592596908548,0.00010216399344942215,0.8459101186738499,COMPLETE
169,0.7579446064139942,2026-08-24 20:55:28.644906,2026-08-24 20:55:28.896739,0 days 00:00:00.251833,0.5706571836680043,0.0749785086121434,8,2,0.015448284046234375,0.00018811983276959706,0.7992664015881651,COMPLETE
170,0.7676384839650146,2026-08-24 20:55:28.896816,2026-08-24 20:55:29.520514,0 days 00:00:00.623698,0.5552260178152216,0.06380276140204137,8,1,0.00742239523008729,0.00035125811123165135,0.8372365521338728,COMPLETE
171,0.7613848396501457,2026-08-24 20:55:29.520596,2026-08-24 20:55:30.032508,0 days 00:00:00.511912,0.5438172962319311,0.09920428175035985,8,2,0.006217070650819546,0.00013109353410841362,0.8214740318220202,COMPLETE
172,0.7624635568513121,2026-08-24 20:55:30.032583,2026-08-24 20:55:30.337243,0 days 00:00:00.304660,0.522253140909516,0.08293815643754363,8,2,0.01019886806851595,0.00014895539691060216,0.809872788826347,COMPLETE
173,0.7546647230320699,2026-08-24 20:55:30.337327,2026-08-24 20:55:30.604538,0 days 00:00:00.267211,0.5599465418097465,0.0982951958276859,8,2,0.012786440337254793,0.00024202263281120342,0.8517498856850279,COMPLETE
174,0.7553498542274053,2026-08-24 20:55:30.604612,2026-08-24 20:55:31.087218,0 days 00:00:00.482606,0.7777257485734201,0.08939961637809563,8,3,0.00491764172843155,0.00011803147227118407,0.8251312046297498,COMPLETE
175,0.757259475218659,2026-08-24 20:55:31.087299,2026-08-24 20:55:31.384609,0 days 00:00:00.297310,0.5757248074797338,0.0790092375705294,8,1,0.00822216423877845,0.00010099862505450129,0.8409176326958239,COMPLETE
176,0.7558163265306123,2026-08-24 20:55:31.384684,2026-08-24 20:55:31.631014,0 days 00:00:00.246330,0.535445560249599,0.11500325788674232,8,3,0.02582717243933103,0.0001789956848148655,0.8616387135969734,COMPLETE
